review	hours
u should play comp with 4 friends to know how good is game :)	392.6
GabeN's . making money from pixels on your screens since i dunno.	745.4
hackers , hackers and more hackers. Everytime the game comes down to $3.74 hacking goes up 10 fold.	1591.2
Potatoes have skin. I have skin. Therefore, I am a potato.	137.2
The game of a generation. Travel the globe and gather the most wonderful objects created by man. Put them in a magic bag with a pile of moondust. The contents of said bag would still suck in comparison to Counter-Strike: Global Offensive. 10/10	766.5
I am going to give a few pros and cons.. Pros -Really fun to play with friends, who has mics, who you make a full team of 5 in competeive -You can meet really nice people in game -This game will still be alive for many years to come -Game is really hard to master. Why is that good you might ask? Cause you will keep playing this game for many hours just to get the basics down. Cons -There is trollers/mean crude people in the game, who are far better than you. -hackers (this is a big one later in the game of competeive play) You will come across them very often in high skilled level games. -Complainers who just gives you complete negetivity in the game. Like wow how the  did you not get the kill you ing scrub? -csgo skins (yes I have csgo skins blahaha) I am going to go with a postive review on this as a like. This is the type of a game I really like. (other than the cons) Note this will get updated if I think more stuff.	948.5
IT'S BETTER THAN SEX...probably	980.4
1600+ hours played and 750 competitive wins - Sittin' pretty at Nova 1.	1943.9
Counter-Strike: Global Offensive is the newest version of the well known game Counter-Strike. Global Offensive has a lot of different game modes besides of the classic bomb defusal/hostage rescue scenarios. Deathmatch, basically is about getting a lot of kills and dying as few times as possible. You will spawn at random space with your chosen weapons or random ones. In Arms Race you have to get kills with every weapon. The fastest player wins. Demolition can be a Bomb mission or hostage rescue on smaller maps compared to the regular bomb or hostage missions. Competitive is the hardest and most interesting type and is only recommended for advanced players. You have to win a minimum 16 rounds to win the game. This gamemode may take up to 90 minutes. Communication is the key here to win. Counter-Strike: Global Offensive also support ingame items, but it is a purely cosmetic thing. You will also have a chance to support the game by buying special tickets for the so-called "Operations". With an operation pass you will get access to newly released competitive maps, new weapon skins and an upgradeable medal. The graphics are much better than Counter Strike Source. The environments are more detailed and the game just looks a whole lot better. Global Offensive is one of the top 10 most played games on Steam right now, so there are plenty of players and servers. The mechanics are different from former Counter-Strike games, like the recoil for each weapon and new weapons like decoy, Molotov, etc. This could be difficulty for veteran players at the beginning. But after a while you can deal with it. Counter-Strike: Global Offensive is a definite buy for anyone that is into Counter-Strike. It is definitely worth the regular price of 13,99. A must have for every Steam user! Sounds 9/10 Graphics 9/10 Gameplay 10/10 Atmosphere 10/10	620.8
Could be a nice game but ... The amount of 12 year old russian cheater and flamer in this game is too damn high!	109.8
It needs func_vehicle. Seriously it needs func_vehicle  FUNC_VEHICLE NOW, FUNC_VEHICLE FOREVER! LONG LIVE FUNC_VEHICLE! FUNC_VEHICLE FUNC_VEHICLE FUNC_VEHICLE FUNC_VEHICLE	94.0
Counter-Strike: GO? More like Counter-Strike GO Buy an AUG.	709.2
Over 600 hours on CS:GO. Over 13 years playing CS in general. In older versions of CS if you are high skilled you can easily take down 5 low skilled players. In this version you are lucky to get onto the 3rd guy. Game is all about luck, not skill based like all previous versions of the game. Ranked up to DMG with over 200 wins in competetive and i can say this game should be released as a 5 person COOP. You should only play comp when you have 4 other friends who you know won't troll you, regardless of their skill level its better to have that than random teammates. The hit reg in this game is absolutely nothing compared to previous versions, due to the low bandwidth allocated to the gaming servers setup by valve. The skin system is nothing but a huge money grabbing scheme which no doubt has earnt a huge amount more than the game sales alone. As with all games you can trade in, this one is full of scammers. Constantly, daily trying to scam your high value items from you. Procede with extreme caution when making trades with anyone you don't know. This game promotes gambling to under 18s with the skin drop system, costing each skin a certain price with a possible return on investment. Gambling sites are regulated and usually offer around 85% return on your gambling in the long run. I believe there is no regulation of this system and there's plenty of 12yr old kids out there throwing away hundreds into this system. Alot of reviews have complained about cheaters. This isn't such a bad problem nowa days as the overwatch system has taken over VAC in the competetive section of the game, blatent cheaters are caught and banned for 1 year quite quickly and the players that support and judge in this system are to thank. Overall the game it's self has a great system but just isn't being used to its full potential. Allocate more time and money please valve. Rating VS previous versions: 3/10 Rating VS other FPS games: 8/10 Community Rating: 3/10 Price rating: 3/10 (Even on sale. This should be F2P with a subscription to comp games with VIP benefits)	884.9
The love/hate relationship I have with this game is intense.	1764.9
Good game, graphics, physics everything here. Play with interest and pleasure, thank maker.	512.4
I must recommend this game, it is my duty as one who has spent 1600 hours on CSS (from xFire) and 500+ hours on CSGO. I played non-stop competitive CS:Source in regional championships, LANs, and online leagues; and won 4 regional championships with some LAN placings. Here's what I have to say about GO... CSGO is awesome, Valve delivered here in the end. When it was released, yeah, it wasn't anything special, just a pretty CS:Source. But now we have amazing gun skins, stickers, awesome knives, intense major tournaments, souvenir packages, bracket prediction challenges, seasonal operations with extra maps and challenges for even more drops, etc. It's awesome, it's a great game to be a part of. Matchmaking and rated matchmaking based personal ELO rankings is a sweet way to keep competitive games close. It can never be perfect, but back in Source you had to wait in an IRC channel with a looped message playing until someone finally answered your loop and then it took them 20 minutes to get 5 in the server, etc. Basically with CS:Source whether you were trying to ring or you had your team it took between 20-60 minutes to get a scrim. Now it takes about 5. So, the fact that people still complain about it is beyond me. Game play wise, each CS as I know them (1.6, Source, GO) has been different beasts in terms of mechanics and recoil control. Lots of little things that made or broke you as a player in these games, but recoil control is one of the biggest. You often hear people scream deathmatch deathmatch deathmatch, that's the only way to get better. Well, quick point, how can you DM to practice when you don't know what your practicing? Best thing to do to understand the recoil patterns is load an offline game, kick the bots, and shoot at walls. Seriously. Shoot and spray at walls with various guns at various ranges with various movement patterns, that's the best way to understand how to control and use various guns. You need to understand each guns grouping patterns first before you can practice controlling them! About the community, yes, the flamers and trolls are alive and well. But here's the thing, I've been around CS a long time, I've won 4 regional championships with CS:Source, and really it never bothered me that sometimes the flamers are all you hear. Here's why. Once you play enough games (competitive or otherwise) you'll hear the same kind of person, it'll sound like this.. you guys suck, why are you even playing this game? or something similar if they are beating you. It sounds like this, you're such a hacker, it's so obvious when you beat them. The fact that people are so binary in their mentality amuses me personally, so I carry that over to CS flamers as well. Some people like to pretend they are perfect at the game, and everyone else around them is inferior, yet if you beat them you must be a hacker. It just sounds so stupid to even talk about it but seriously this is how a lot of people are about the game. Just don't let it get to you, there's no point. Don't even engage. And you wont have many problems. It's not the easiest game to pick up right off the bat. Spray at feet, get headshot is a notorious saying from outsiders about CS games, because CS can be amazingly random sometimes. And the round-by-round economy, buying guns and items every round, and recoil patterns make it a steep learning curve. But if you understand the groupings (I said how to above), read guides about strategy (like economy management, game flow), and just get in there and start playing you will see why people just can't stop playing this game! Counter-Strike was the world's original eSport. After the Championship Gaming Series went down the CS1.6 and CS:Source attention did as well, games like StarCraft and DOTA took to the forefront of competitive eSports soon after. But with the cases, skins, and major tournaments Valve and the CS community have turned CS:GO back into one of the world's premiere eSports and there's many, many reasons why it's succeeding. As I say, it's a very exciting game to be a part of right now.	529.2
It's modern version of cs 1.6 and I think its more realistic with new design of skins, walls and everything. Its really good game to play with friends. Ranking and competitive game systems are most valuable things in Global offensive. There are achievements for achieve-hunters, arms race (typical gun-game) or demolition mode - so game has everything I wanted. CS:GO settings is changing all the time, but it will only anger you, so dont care about it just play! :D Still the best multiplayer FPS. 8.5 /10 Must love that gun.	854.5
Get called a hacker simulator 2012.	1504.6
Digital knives cost more than real knives. 10/10	240.7
this is the best point and click adventure game I can think of	762.4
Best multiplayer FPS ever made but we miss de_prodigy :(	248.2
counter-strike:sever glitch simulator counter-strike: racism offensive counter-strike: coin and skin colloctor 11/10 GJ VALVE	367.5
I've held this view of CSGO for quite some time, but have never found the time or motivation to publish my thoughts. I've been playing CS for many, many years - starting in the early 2000's through to present day. This time has seen me enjoy the game as a causual scrubber camping hostages, enjoying leveling my character in WC3 mods, smashing heads in deathmatch, surfing backwards, long-jumping, bhopping, played in quals for WCG, competed in CEVO and flew to different locations to compete competitively with my team in different tournaments. I've enjoyed CS from 1.1 to 1.6, CZ, CSS and also CSGO. No, this does not make me a better player than you, and no this does not mean I know everything, it simply means that I have spent a lot of time playing different titles of Counter-Strike, have played competitively and have experienced the good and the bad aspects of different releases. There are a handful of things that really upset me with CSGO, and they upset me more so because these issues still exist two years after I have first played the game. These issues I consider to be game-breaking bugs that make it such a waste of time to play. I enjoy CS because there is a skill curve: if you want to be the best at the game, you simply need to practice and spend more time learning the mechanics of the game than your opponent - This was certainly true in all other CS games I have played, but not CSGO. CSGO feels like it is a game of luck and chance. As the game stands, it is fun to play casually but anything competitively or MM is hampered by issues surrounding core aspects of the game. Hitboxes are not lag-compensated to follow the model of a player when jumping Hitboxes are not lag-compensated to follow the model of a player when crouching Hitboxes do not follow the animation of a player planting the bomb Aimpunch phyiscally affects recoil and is not lag-compensated If you are on > 70ms ping in a 64tick Server, this is how most events will play out: You see an enemy jump, you shoot the enemy and get no hits. You see an enemy continuing to jump peak a spot, you have to time your shoots to shoot where his head is going to be on the next cycle. You shoot thin air, blood appears and you get a headshot kill You see an enemy standing there, you shoot his chest, you get no hit and then he crouches instantly. You see an enemy standing there, you shoot his abdomen and get a headshot (because he was crouching on the server) You see an enemy, shoot first, die and get no hits. Watch the demo back and apparently how it played out was that he shot you first and your player aimpunched and the bullet actually hit the roof. You are hiding in a bombsite and see an enemy planting the bomb. You crouch and take your time and shoot his head 12 times, slowly one by one. You get no hits and die. All of these aspects of the game I consider EXTREMELY game-breaking. The fact that most people reading this will stop and think to themselves, "Yeah, that has happened to me on a number of occasions" just goes to show that the game is fundamentally flawed. In it's current state, the game rewards people for NOT AIMING - aka, "good" players in the game need only aim at the ground, run and shoot and they'll likely get a headshot, because as long as you don't aim AT the model that you see, there is a high likelihood that the server will decide you should have got a hit. The only one of these bugs that existed in Counter-Strike Source (pre-2010 OB update) was the hitboxes on the planting animation. An example of a bug that I do not consider game-breaking, but extremely frustrating, is the spectator glitch where you are not able to spec another player. For some reason, after the last update this bug was introduced and it has now been 3 weeks and there is still no patch or fix for this? A feature so important to the game such as being able to spectate your team has been inadvertently broken, and after 3 weeks there has still been no patch? That is a huge disappointment. People standing outside a smoke will be full view to others with no smoke obscuring them, but the player's screen will be completely black. This was an unintentional meta-change when trying to fix one-way smokes, and this new issue has existed for months now? The game has been changed so much due to this introduction such that people holding a site need only throw a smoke at the choke and will get an infinite advantage as anyone pushing through will have seconds delay before they are ever able to see the people that can see them. Throw a smoke down, wait until it starts to fade, teammate resmokes - rinse, repeat and run down the timer. Retaking a site with anything other than a horrid oponent who can't capitalise on the blind-criple wandering through the smoke is now completely impossible. What a horrible meta change. Why has this not been addressed this was introduced some months ago? 3D sound is non-existent in CSGO. It is not possible to tell whether someone is running above or below you, and more often than not difficult to determine whether someone is approaching from the front or behind. This game has so many core issues wrong with it that completely changes the outcome of the game that it is not funny. I find it extraordinary that so many people are able to accept this game with all these issues, and there are few posts on this reddit about these problems. I see many threads upvoted to the top of terrorists hugging each other, but hardly any threads of people discussing the pressing issues which desperately requires patching to make the game both playable and enjoyable. It'd be nice if people were able to draw the dev's attention to these issues and press for a resolution.	362.4
get juan deaged across the map	106.6
This is the greatest head dinking of all time. 10/10, GOTY	319.5
If you spray you're dead, it's not call of duty. Also you might see nerf gun skins... :3	774.6
nice game	1946.1
Friend Making and Breaking Simulator 2014 11/10 would recommended	273.8
Got bored of this game after 1 hour.	1425.8
Dear Santa, For Christmas, I would like for CS:GO to receive an AI overhaul. You see, when I play a game, and a teammate gets grumpy, they wind up leaving. That leaves me and my friends with a bot. This bot is not very bright and will often run out into anything, whether it be a smoke, an incendiary grenade, an AWP, or a five man rush of P90's and Tec-9's. At the very least, I would love for the AI to be able to sit down in a corner as though it were a chick hatching an egg everytime it was asked to "stay here team". Sincerely Kim Jung-Un P.S. I've been very good at using my CS:GO betting money to feed the people of North Korea. It makes up 30% of our GDP.	197.6
CheaterStrike: Spray&Pray, there is no need to say more...	299.1
I could never really get into Counter-Strike and Counter-Strike: Source. But Global Offensive is really easy to pick up, is pretty polished, has nice customization option, lots of neat little things all around. It's a good MP title. I'd recommend trying to play with a friend who already knows about the game's mechanics and the metagame, too. It's a very gradual learning experience.	365.2
You can learn Russian in only 2 hours!	762.3
CS:GO is arguably the best Counter-Strike in the series. Counter-Strike's unique style in the first person shooter genre has made this series a trail blazer among many other shooters. CS:GO carries this mantra and revitalizes the concept with content that is mainly user driven. Compared to the previous iteration, some weapons have been replaced with similar counterparts while the maps have been upgraded and balanced more appropriately. Admittedly, the game was riddled with issues during the early stages but it has matured drastically since its inception, owing to Valve's diligence and community feedback. CS:GO's 250,000 concurrent players and the ever expanding competitive scene stands testimony to this game's successful approach. At the heart of this game is the community's boundless imagination full of custom maps, skins, stickers, and soundtracks that add style to the gameplay. Additionally, to show appreciation to the community, Valve packages community content into DLC and uses it to support the content creators and fund the competitive scene. This game is a must have for the FPS fans.	1804.4
In the beggining as amateur or something is good game. But after 400+ hours GO is so bad. The way you get the rank is so stupid because without pre-made team in ranked matches you are nothing. Full of random kids that flame,doing rage quits etc. So the rank doesnt show your real level. Also what about bans?If there is blackout in my home how can I avoid the ban?You have only 5 or 7 minutes to join again. And if the electricity doesnt show up then you have to be banned. 6/10	1029.4
this game is full of cheaters and kids	259.0
Mahtava peli jos vaan jaksaa tuhlata aikaa sen oppimiseen, jotta osuisi edes ladon seinn ladon sislt O_o	281.5
Counter-Strike is a good game that is past its time. The recent addition of weapon skins as prize drops does not improve it as much as it cheapens the overall experience. As much fun as I've had playing Counter-Strike over the years, I now feel that new games such as Insurgency improve upon the formula and offer a similar but richer experience.	40.1
Featuring: - learning Russian (swear words) after 5 competitive matches - Maps like dust2, dust2 and dust2 - Case drops that make you buy keys for 2 to get a skin worth 0,02 - Hackreporting while raging - Getting called noob/hacker - Russians - Chickenchasing - 200 virtual Knives - MM Bans because "Connection failed" - getting deranked - Raging included - and Russians 10/10	585.4
HACK!!    NOOB!!!           10/10	561.0
CS: GO makes my  tingle with pain. When I get a headshot I wince with a burning sensation in my testicles. I realized this game is not healthy to play, one reason being I recently installed a rop hanging from my ceiling just incase i get demoted to silver elite. My mom does not approve. Everytime I get killed I cut a little slit in my arm to hopefully teach me not to die. It has not been working and I have gone into a deep depression. I do not recemmend purchasing this game that infects you with a spite to kill yourself and other, and that creates a void that only gets filled from winning matches and getting promoted. But makes an even bigger void when you get demoted and lose. Please dont buy this game if you want a happy life free of suicidal thoughts.	749.0
The worst community since Call of Duty. 10/10	988.7
This game is absolutely amazing. Takes just about everything from the original Counter-Strikes and rolls them all in to one great game while keeping the nostalgia intact. This is truly a game of skill. There is no other game like it.	2162.3
Counter Source: Global Office is a great video game to play on the internet. Personally, I like to play multiplayer more than single player. However, multiplayer is more difficult because the enemies shoot back. I think they should nerf the sniper because people can kill me in one shot even when i buy the helmet! This game is very tough but fun. I heard that the pros warm up before their matches by playing minecraft so that's what I do too.	59.4
opened 40 cases, best skin was a P90 asiimov FT worth 8 $	941.8
This is quite an enjoyable game. Driving through detailed environment is beautiful. As you progress through the game, you build up your truckers to work for your company, etc. It's a pretty deep experience.	553.5
I thought I will play this for a week or two :P NOW I PLAY THIS EVERY DAY ALL THE DAY AND I WANT TO GET COOL SKINS!	702.9
Your ears are your eyes.	269.7
Echo/Eco means Don't buy anything.	49.0
Top left you have a radar. Learn to use it.	354.3
If you have the bomb, sit behind your team like a good dog.	263.3
P90 was crafted by God (Gaben) so it's users are not hackers.	632.5
AVP = AWP	222.9
NEGEVS, PRO90S, AWPS WHAT MORE COULD YOU WANT	1352.7
Hats everywhere	234.2
this game taught me how to open cases.	2108.1
> buy 2$ knife from ikea > dip in bucket of red paint > profit 400$ 11/10	215.2
Best FPS <3	1007.6
good game if u want to get mad and occasionaly have a good time	331.6
awesome game ... You need it if you dont have it..	856.9
The only thing this competitive game has that compares to call of duty is it's FPS aspect and a few of the guns. Otherwise, it's an upgrade to the original Counter Strike, 1.6, and source with a few additional game modes and better graphics. What I like about this game above it's predecessors is it's offline bots. The dedicated fans that have been playing CS for multiple years makes the online multiplayer very difficult (which is a good thing). So, what I like about this game is the offline bot mode, which allows people who buy this game to enjoy a little pwnage (or challenge when they crank up the difficulty to veteran) when they can't get it online. Also, everyone has an equal chance, not thrown off by prestiging or leveling up, which adds balance.Overall, it's a fun, challenging, and addicting game -- I'd recommend it to all gamers! Especially those who enjoy a good FPS.	455.2
meh	967.7
this game.  this game.  this game. The competitive server are absolute . Near everyone who plays it are 14 year old Xx420BLAZEITxX kids who mic spam memes, racial slurs, and obscenities. The private server era of CS & CS:S is kill. It's just not fun anymore.	59.4
Eat. Sleep. Game. Repeat.	98.4
Counter Strike: Global Offensive is one of those games that is kind of hard not to recommend. It's a solid shooter and it is cheap and looks really good for a game that runs on the Source engine. To new players CSGO may feel a little "back to the basics" as this game does not have aiming down the sight, unlocks, attachments, perks and killstreaks so it's heavily based on player skill and not on selecting the perfect loadout with the perfect perks. This game does have a ranking system but it's different from all the other shooters which I'll explain later on. But the game does show a lot of depth as you play more and you will find out that not everything is as straight forward as it might have looked. It's also a tactical teamplay based shooter, so don't even think about buying it if you don't like teamplay. Only a good team can lead you to victory, not a highly skilled lone wolf. CSGO offers a small variety of game modes, those are: Deathmatch, Arms race, Demolition, Classic casual and Classic competitive. For those of you who are familiar with COD Arms race is called Gun game in COD. You start off with a weapon and every time you kill someone you'll advance to the next weapon until you get a golden knife, kill someone with the golden knife and you win the game. What's rather interesting about Arms race is that you still play in teams 5v5 but the one who killed enemies with all weapons wins. Demolition is a combination between Classic (Ill explain classic later in the review) and arms race. The goal is to plant the bomb as a terrorist or defend the bombsites as a counter terrorist or defuse the bomb if its planted, there are no respawns and instead of buying a weapon you start with one and advance to the next weapon if you made any kills during the last round and if you made more than one kill you'll get extra rewards like frag grenades and flash bangs. In my opinion those game modes are fun but unnecessary because I never really feel the need to play them. There's also deathmatch which is a little different from the usual (team)deathmatch. It's played 5V5 and all weapons are available except for grenades. you play in a team but it's every man for himself as the person with the most points at the end of a round wins. What's also interesting about Deathmatch is that different weapons give a different amount of points and at some point during deathmatch certain weapons give bonus points. In my opinion deathmatch shouldn't be taken to serious, It's a good gamemode to improve your aim, and I know most new players will jump right into deathmatch but that's in my opinion not the way Counter Strike is supposed to be played. So that leaves Classic casual and Classic competitive which are almost the same gamemodes, therefore Ill use this section to talk about the things these gamemodes have in common and in the next section the differences between these gamemodes. Classic consists of the two original Counter Strike game modes: defuse mission and hostage mission. In hostage mission the counter terrorists have to kill all the terrorists or rescue one of the hostages (in the other counter strike games all the hostages have to be rescued) and the terrorists have to prevent the counter terrorists from rescuing the hostages by killing all of the counter terrorists. In defuse mission the terrorists have to plan a bomb at one of the two bombsites and make it explode or kill all the counter terrorists and the counter terrorists have to win by killing all the terrorists or by defusing the bomb if it's planted in which case killing all the terrorists does not result in victory. Both defusal mission and hostage mission have a money system. You'll receive money for all sorts of things, playing a round, of course the winning team receives more in most cases, completing a part of the objective like taking a hostage or planting the bomb and kills. The kill reward depends on the weapon, a rifle or pistol will give you 1 kill reward while an SMG (except for P90) gives you 2 kill reward, a shotgun gives 3 kill reward and a knife gives 5 kill reward while the AWP gives only 0,5 kill reward. At the start of a new round you can buy weapons and grenades with the money you earned and the money you don't spend will carry over to the next round. So now the differences between casual and competitive. In casual you play either terrorist or counter terrorist and the best team out of 15 rounds wins, in competitive the teams are swapt after the 15th round and the best team out of 30 rounds wins. In casual you'll receive more money if you lose a round, less if you win a round and the kill reward for a rifle is 150 bucks while a kill with a rifle in competitive rewards 300, the developer did it this way to balance the difference in money between the good and bad team and the good and bad players in casual. Competitive is played 5V5 and casual can be played 10V10. In competitive you have to buy your armor and your defuse kit while you get those for free in casual. In casual you can just drop in a round and leave whenever you desire while in competitive you join at the start of a game and you're not supposed to leave until the game is finished, because if you do you'll get a penalty in the form of a temporary competitive ban ranging between half an hour and 7 days and I've seen screenshots of people getting over 200 days competitive cooldown. This is both fair and unfair as it will punish the players who ragequit, the more they ragequit the longer the cooldown, but sometimes you can lose connection to the server because of server problems or internet problems in which case you'll also receive a cooldown which is highly unfair. If you play casual you'll play with random people while competitive has a ranking system based on your skill and win/lose ratio and you'll play with people of the same skill level as you. There's also a community server browser with servers that have different game rules, use community maps or even have completely different game modes. I don't spend a lot of time on community servers so I can't tell you more than this. In my opinion competitive is the way to play CSGO, I spend by far most of my time playing competitive. Casual is great for practice but keep in mind that people play different on competitive. If you're new though I advice to play a few rounds on casual before playing competitive so you can learn how the gamemode works, how the economy system works and gain some map knowledge, why should you do this in casual? Well competitive is way more serious. There's also an option to play against bots if you're new to shooters but even expert bots are pretty easy to defeat and play really different than human players. The only negative points I can come up with is that the servers have to be improved as hit detection doesn't always works as it is supposed to work, and the ranking system has to be improved. At the time of writing I am silver elite master (fifth rank) but some silver elites (fourth rank) are way better than me and some golden nova 2 players (seventh rank) are much worse. And they could crank up the difficulty of the bots as medium bots in CS:S are way harder than expert bots in CSGO making bot practice less useful. Over the last year this has definitely become my favorite shooter, I even watch CSGO E-sport. It's a crown jewel and it only costs 14 bucks. I give CSGO a 10/10. This doesn't mean the game is perfect, of course it can be improved but it's based on the fun factor, and even though I sometimes HATE this game out of pure frustration, I'll always come back to it and there are barely any games out there that can do that. Everyone who remotely likes shooters should buy it.	580.2
Russians everywhere...	132.8
This Game has ruined my Free time :P 10/10 Would Play again :D	1107.3
made me buy a karambit irl/10	468.7
....a never ending story ....	668.8
GO!	138.8
Fix this bloody game, how do valve expect this to be a good competetive game when every single match making game is filled with cheaters which valve claim they have fixed. They don't even try to hide it now, because the game is always on sale and they can just set up a new account. Stop updating maps and start fixing the game	664.8
Some Silver Rank Problems: -Smurf on other team -Gold Nova on other team o.O -Trolls -Teammate saying "GG" in team chat (or to all) when you're losing by a little -Having 1 more game to win to rank up and you lose (is it only me?) -#Silver4Life ~Tacos	1197.7
Ever wanted a young child make homophobic, racist or general mean comments about your playstyle, this is the game for you	513.4
The CS:GO Case Anthem. Our Father who AWPs in heaven CS be thy game Uncase begun, them skins be won, Covert - and not a Mil-Spec. Give us this day a StatTrak knife, And forgive us when we rage quit, As we forgive those who aimbot against us, And lead us not into scamnation Undeliver us a Battle Scarred,	665.6
This is a really good, casual yet uncasual multi-player FPS that pits two teams against one another. The Terrorists and the counter-terrorists (counter strikers). The terrorists need to make it to specific bomb drop points and hold the position until the bomb goes off. The counter-strikers need to kill the terrorists need to disarm the bomb if it is set or if they kill a terrorist holding the bomb before it is set, they need to make sure no one picks up the bomb to set it. If all members of one faction die, they lose the round. There is no respawn until the next round. All rounds take place on the current map. You don't go to a different map until the match ends. Since you play a few rounds per game (let's say 15 rounds), you get cash for each round win or lose and you can spend that cash at the start of each round on weapons and stuff. So the game increases as you go from just pistols and knives in the first round to much bigger guns in the later rounds. You can also pick up a weapon off the ground and use it as well (unless you've set the rules to restrict such things). You'll keep the weapon from round to round until you die. Its a nice system. It is a great game dynamic with good maps that have the right amount of side paths and choke points to cover. The maps are small enough where there will always be some sort of action happening, but large enough where the action can happen at places you aren't. There is no single player campaign, but you can play maps on your own with bots that have difficulty levels. You can even jump into a bot if you die since there is no respawn until the next round. You'll notice the easy bots take their time to shoot you as well as you can tell watching them they intentionally don't aim directly at you. This is PERFECT FOR BEGINNERS to pick up and play, but of course the bots get more difficult. The game makes headshots instant kills and goes more along the realism path where if you jump and shoot, you're less accurate. When you kneel and shoot you're more accurate. It's a fun game that fills a different niche than Team Fortress 2. Give it a try over a free weekend and its also dirt cheap.	0.8
Best FPS game ever, no Netcode problems no glitches no  One thing i hope they fix it, that there are too many cheaters in the game .	1071.9
This game is good and this review is pointless.	697.6
I killed 5\5 of the enemy team and i onely played an hour in cometive mode got called a hacker and got a 30 min banned! Played another match in competive played terrible on the first 3 rouds got called a hacker for playing bad got killed and got a 30 min ban! 12\10 would play again	134.4
yo, dis games cray, ya'll as better buy dis dank dank	2082.4
tf2 meets cod in this brand new comedy featuring adam sandler and that dog from air bud	2131.7
hey, let me just buy a knife made up of pixels that costs substantially more than an actual knife that you can hold in your own hands. like. why.	6.8
I got this game for 3 reasons. 1. To hear the Little Squeakers rage when your *Rekting* them. Same with the 16-21 year olds that yell "Thats ing  how did he even... Im done" 2. The lovely community this game has. There is nothing better to boost your confidence than people saying "You ing suck" "Go back to CoD" "Go back to sucking your dogs , you have nothing better to do than suck at CSGO" All of which I was doing better than they were. 3. The friends and adventure you can make during MM. You can make enemies and very good friends. Some friends will just make you play better. Like me I found a girl during a match. Now we play together and we play amazing as a team. We would fight for top Fragger. Anyways you can make good and bad memories. After all its "Not Just a Game"	465.2
I have a raging gambling addiction, and cases are going to be the reason I go bankrupt. I'm going to end up on the streets. This game is amazing, but if you don't want to hate yourself, stay away from cases.	265.1
EZ SKINS, EZ WINS, EZ LIFE, NIFTY IS 7 YEARS OLD, RT IF U CRID	604.7
SlikFiya: I'm ing done SlikFiya: I uninstalled csgo for real Zombie Girl~<3: What pissed you off now SlikFiya: I'm so ing done SlikFiya: Why the  have I wasted my time with this SlikFiya: 900 ing hours of  SlikFiya: It's such a  ing game Zombie Girl~<3: Like I said SlikFiya: When I was first playing it was so good Zombie Girl~<3: What pissed you off now? SlikFiya: I played another match of CS SlikFiya: I regret it SlikFiya: And I'm mad about it Zombie Girl~<3: Whhhhy? SlikFiya: Because it is such a fun game at times SlikFiya: But they don't make up for all the  SlikFiya: So I'm moving on	894.7
I got one deaged crossing mid. He was a silver 3. Great game 10/10	877.7
Clutch or kick, AWP only Dust II every time	76.0
Game is full of hackers that bought the game on alternate accounts during sales, especially in competitive matches and of course theres no way of proving it unless you can watch the replay or recorded the match. 0/10 would not recommend unless you hack too.	335.9
When I first got this game I thought it was going to be an amazing anime RPG. I turned on the game and I was so excited. For whatever weird reason, it wouldn't let me customize my character. "Whatever..." I thought and joined a server thinking maybe it would show up. When I joined the server no character customization was to be found. Nor a tutorial. Nor was Naruto, Pikachu, or Ash. I then decided I would ask the "helpful community". Unfortunately for me, I was globally offended when I asked people where Naruto was. People immediately told me to kill myself over the mic. This drove me into a deep depression, I couldn't watch Dragon Ball Z or Seinfeld again. D: -69/10 Would not cut myself from the suicide messages again	243.4
It's like Team Fortress 2 with guns !	1189.0
CAN YOU UPGRADE YOUR SITTY ANTICHEAT YOU LAZY ITCHS.	974.5
- ,   .    ,   .          .          ,   .   .      CS:GO  !	581.9
Best russian military simulator on the market. You really get drawn into the atmosphere when your allies scream " BLYAD PIDERAS" 50+ times. After an extensive session of CS:GO you really feel like you are half russian.	107.9
Gun Skins, Cases, Stickers n' Horrible Teammates.	338.5
This state-of-the-art rage simulator immerses you in the front lines of true modern combat. The long-anticipated sequel to the popular Battlefield franchise, this gem features vivid, colorful graphics, a large assortment of carefully balanced weapons and original, never-before-seen maps such as de_dust and de_dust2. As a game of pure skill and strategy, CS:GO also includes a bonus Competitive Mode, where players worldwide can compete against Brazilians. The perfected Matchmaking system will assign new players to a random skill group and match them in a team with and against hackers and hardened Counter-Strike veterans, always resulting in a unique -raping experience. As an added bonus, players with poor internet connection will receive top priority in matchmaking. Purely for casuals, cripples and the mentally challenged; 10/10.	1167.5
BEST GAME EVER	5025.4
