% Generated on Thursday, 14. May 2015 05:34PM
% This ARFF file was generated with review data from the following game(s): ['Counter Strike']
% It is useful only for trying out machine learning algorithms on the bag-of-words representation of the reviews.
@relation reviewer_experience
@attribute string_attribute string
@attribute numeric_attribute numeric

@data
"i did a mlg 420 noscop and 2 qiukscops and my gf br0k3 up wif me cux of this gam3 10/10 wont reccomend",1483.9
"this is my very first game that i played on steam, counter-strike. this game brings back good memories. very addicting. its probably the only game that people are playing today on that isnt running off from a source engine. if you never played counter-strike 1.6 before, try it out. its one of the best fps game of all time. if you dont like it, well, you didnt paid alot of money for it.......or did you?",28.2
"a classic game, still good and played to this day, though im not pro enough to use the awp",26.9
"best game ever, ever. destroyed by hackers(cheaters).",394.3
"counter-strike 1.6 is a wicked fps multiplayer game to play on. very much fun. played this when i was a young kid. and well still do at this day now :) very great game! one of the best pc games if i must say. :)",2.8
"i actually never payed attention to this game due its so old. but some days ago i installed it just to see if its still active and it actually is! thats amazing. nearly 20k still playing this game even though its pretty old. for the time i am playing this game i am in love with it. the community is so nice. you dont get matched-up against  loads of hackers like it is in cs:go atm, its a very fun game to play and i probably will play some hours too.",105.2
"best online gungame...no words to describe how gud it is ....i wil simply say do play it once in a life time...:)",860.7
"awsome game too old :d it have nice settings :d and more players who loved this game :d 10+",56.4
"i played this for 6 years and still have to say that it is the best fps game ever made. it dosent need pretty graphics to be thrilling and entertaining at the same time. okay it has a very high learning curve but when your done with that its way to awesome :d",369.2
"after many years of being out. by far one of my favorite games. ive purchased it many times for myself and friends. even tho the graphics are shakey. with a decent modern computer and recent hd features this game looks remarkable. the physics in this game are remarkable, relastic and complicated. its a hard game to get a grasp off, but now that you cannot just spray at ones head and get head shots. this game alongside dota, and starcraft. were pioneers in online competitive play and this game should recieve high acolades for its contribution to esports.",169.8
"a friend of mine just gave me his xbox, with a copy of this game. i was happy!",0.4
"best online shooter ive played also because you can mod it for fun. this game takes more skill than a multitude of other games and for anyone to ever miss out on this game is doing a complete disservice to onesself note to get the original onscreen multiplayer skins set the game models to not be hd in the video options menu",103.8
"upgraded to mac os x 10.9 and it broke it.. the mouse dsnt work anymore. ive tried uninstalling and reinstalling :(",21.4
"nice game! addictive as hell and you never will be tired playing this awesome game!",2591.1
"4th world graphics with a free spririted romp through illustrious landscapes makes this game a thumb thats shaking around and about to fall off after being shot with a glock so its still there but it hurts so good",74.0
"i lost years (im really not exaggerating here) to this game. there are better games out there now but for its day this was a trailblazer. still a lot of fun now.",1.8
"this is my fav game and i like it so much .. its so good .. u should try it",1101.7
"fun classic game involiving alot of strategy and team tactics. hard to get used to.",11.7
"fy_iceworld, cs_bloodstrike, de_rats, fy_poolday, awp_map, wc3mod, surf, dodgeball, ahh the memories",24.3
"cs for life, 10 years playin cant find a replacement.",599.3
"this is a good game for kids as its not real life graficts. and servers with mods are sometimes good.",49.4
"this is cs. nuff said. no review needed. if you have steam and dont know cs, there is something wrong",22.1
"counter-strike is a good fps and you should totally check it out if you dont have!",407.2
"this is quite an enjoyable game and one of my fav ,,,",961.9
"a hell of a game :d (y) .. this game proves that graphics does not matter . 10/10",41.4
"this game has eaten half of my life, dont know how to review this.",143.7
"this game wat 2 say dis is d bst game in d world for all the plyrs from india it was a hit game it will be and it should nvr end dis game",1337.5
"this game is the best shooter game and the game that i liked the most! but there is nothing for non steam players that hack in the servers!",351.9
"good, old counter strike! one of the must play games.",103.1
"my favorite fps shooter, i think i will never stop zooming because aim is not for me at all =] p.s im awper...",254.3
"the game that started it all for me. simple and to the point is how i would discribe it. bad guys vs good guys, eliminate the team and take your place in the cs hall of fame. i ended up playing this game for a professional team in the cpl tournaments.",11.7
"this game should have a game search, i have a hard time finding a game i like. this game is awsome i would recommend this game. :d",682.0
"this game is really awesome. this made my childhood awesome!",769.6
"i think it`s the best of the counter-strike. graphics aren`t good but it`s not most important part of this game.",1501.3
"i really love this game. its one of my favourites. the game mode, those oldish graphics, the fun you can have with it... i met a lot of nice people because of this game, and its sad that most of the servers are full of cheaters now, but you will always find out some good servers even if theres no admins around. one of the best fps ever. 10/10",1215.9
"its ing counter-strike. what are you reading this for? buy it already.",0.7
"one of my first fps game shame that now is somewhat filled with mod and hackers this game is still fun and double sin mind i spent with that crap out of call of duty on this game people spent years of their lives becoming stronger but even if you dont and the height of certain people youre still awesome",5.9
"the predecessor of all fps games! try it out today!",635.9
"most favorite game of all time , most played game , never gets old , at least for me :) ....",60.6
"the graphics arent as good at cs:s but im not too upset about that",854.5
"spent many years playing this game and it was amazing. console commands and the simplistic gameplay makes it a great game. mods such as wc3, uwc3, shero make the game half fps half rpg which i loved :). however, like most fps, hackers ruin the game and is probably the main reason for the low population aside from the repetitiveness.",243.4
"fun fps but there is a high learning curve. suprisingly fun after 15 years.",57.6
"this game is a must buy. if you dont care about graphics and such, this game is a gem. the community is pretty.. died. atleast the competitive community. anyways, this game is a must buy!",33.8
"this game i got from my brother its fun to play and it has plenty of lag free servers.i recommend it!",100.2
"its a great game first version of counterstrike and the best of them all, 1,6 ftw pro game",80.7
"most fun ive ever had playing an fps game on pc. so much better than call of duty, and probably has better graphics too.",23.9
"i fully recommend this game to any fps player who wants a challenge and a fast paced shooting experience.",9.9
"still the master of all tactical shooters out there! <3",2.7
"simply the best game ive ever played (and possibly will ever)",277.2
"look at my hours played. have you seen it yet? no? go ing see it right now - it explains everything.",863.8
"the best realism half-life mod as its the one everyone remembers. causing incalculable rage in dialup users for years and years. if youre bad youre a nub, if youre good youre a hacker, if youre just mediocre then youre just right.",3.3
"this game really proves that graphic does not matter but gameplay does...cs 1.6 <3",1583.4
"this is probably one of my first multiplayer games. i used to play it constantly on my previous accounts and non-steam version of this game too. this game has a lot of custom gamemodes such as zombie, surf, gungame, minigame, deathrun & etcetera. i dont play it anymore because bit by bit i became a graphic freak. but from what fun i had in this game ill rate it as.. 10/10",75.7
"what an amazing game! i would recommend it to anyone.",236.3
"only 11 hours listed on my account, i played hundreds if not thousands of hours before they started tracking game time.",12.0
"i miss the countless nights wed play this together, chris.",180.6
"what can you say? the best fps game out there, even to this day.",21.7
"was good while it lasted but cs go is taking over!!!",5.7
"one of the best games of all time. a staple in competitive and casual gaming. it pretty much paved the way for competitive team esports.",1012.9
"awesome game ! really addicting ! a classic game that should never be put down !",842.2
"i spent 10 years playing this game. what more can be said?",53.5
"the most important fps in competitive gaming history. respect.",3.5
"in the beginning, there was counter-strike. classic tactical team-based shooter.",19.0
"counter strike rocks! its the only game i can hop on and jump right into action in 5 minutes.",762.1
"really fun, fast paced, and competitive shooter with a hardcore community. i preferr css, but this is a close second.",15.7
"still addictive to play and very fun! with lots of servers to still play in.",767.0
"i played this for 2 hours back when i was 15 or something. i sucked at it and people yelled at me. i think if i had spoke on the in-game vent thing they would have treated me differently, but im no .",2.5
"without a doubt the best multiplayer game in the universe! will probably stay that way for at least 10 more years!",84.9
"this is my latest account so i dont have many hours on this, but this game genuinely is one of the best games ever made and its the source of many beautiful games.",11.3
"great classic. i prefer it over cs:s. ten out of ten easily no matter how dated it is.",26.0
"basically my childhood. i spent hours and hours late into the night playing this. very fun competitive fps with great maps and great gameplay. 10/10 ps. hit me up if you want to play this.",44.9
"get on my level.... one of the best fps games, the 1.6 version will stay always in our hearts. i recommend it for everyone who wants a tactical/action shooter games!! :)",1175.9
"amazing game, will never get old. probably better than both cs:s and go because of the price and theyre all basically the exact same thing.",1.9
"highly addictive 3d oldschool fps game. everyone should know this game.",23.1
"much goodness. as of sould any valve game be. simple easy to pick up and play but very hard to master. this game and its other similar sequel condition zero have both many mods ranging from football right down to the godly great fureion mod.",98.3
"one of the most fun and natural feeling military shooters ever made. there is a good reason people still play it nearly 8 years on...",295.6
"the best online fps game. not as good as v1.5 though. but since 1.5 is no longer available, this will have to do.",1.4
"amazing. although many pro players play it, and nobody speaks english.",14.5
"what is there to say.. its counter strike, the best shooter ive ever played, forged cod, cs forever.",15.7
"one of the best fps games ever. still play it till this day never gets old.",965.1
"fire in the hole. fire in the hole. fire in the hole. fire in the hole. stick together team. stick together team. stick together team. team, fall back! fire in the hole.",38.1
"after more than a decade im still playing this game.. that has to say something.. :) it pwns..! ^_^",30.4
"the wonderful classic that sparked a legendary fps series. 10/10",5.0
"excellent game, thoroughly enjoyed it back in the day.",0.5
"excellent game, thoroughly enjoyed it back in the day.",0.5
"fun and highly addictive game. if you like fpss, then this game is for you.",3.1
"the worlds most playable fps game...ruined my life...5 stars :d",1687.9
"counter-strike- ,        .    ,    free2play c   .  , ,  ,    *   counter-strike",59.5
"classic and a must have game!!! i highly recommend this game to everyone who enjoys killing games! it a rather simple game with simple onjectives either to deactivate the bomb, kill the other players, or rescue hostages. in my opinion its worth every dollar! :d",0.9
"the classic which is counter-strike. a game that has been a platform for many competitive fps games. also a platform to e-sports becoming prevalent in popular culture. buy this game and reminisce of what cs once was. it is perfect and it works every time.",2.7
"classic & awesome. still too many cheaters but pay attention to play vac secured servers.",5.1
"im gonna let you finish but. cs 1.6 is still the #1 played fps of all time!!",9.7
"play the worlds number 1 online action game. engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. ally with teammates to complete strategic missions. take out enemy sites. rescue hostages. your role affects your teams success. your teams success affects your role.",93.4
"the original recipe of counter strike. play it or die!",167.3
"i must have put 200 hours in this game, oh man those were the days. i miss you 1.3, lmao.",0.1
"this is no1 fps game in the world, king of esport game.",47.7
"best multiplayer fps in the history, and today one of the best pc game. but good days of this game are permanently away. valve destroying this game every day, but community is stronger, as they think. people played this game years ago and will play further. viva cs",2212.5
"grenades flies like piece of , but game still cool for tactical multiplayer shooter.",6.0
"it is a game that has been played before, is still played now and it will be played in the future !",183.2
"ok, this is an internet classic; its been the butt of many meme jokes, but you just cant help getting past the fact that it became an internet classic. with terrorist versus ct matches, weapons that would make your head spin and a variety of game modes and community based maps, cs is just one of those games you cant pass up.",24.2
"i was told this was like a mlg call of duty black ops, but its nothing like that. 4/360n0sc0pes add me if you wanna play [mlg]xxxxle420milkxxxxn0s0ur",16.0
"great game. a lot of people still playing, full/modded servers. its easy to get into, and its cheap",53.3
"a real classic game. i lost track about how many time ive spent playing cs",23.3
"i would strike the counter hard if i could return this bad game",31.1
"you should play this because i made a lot of maps for it. if you would like a copy i will buy it for you.",1.3
"9/10 great game, worth having in your steam account!",315.2
"the original hard core multiplayer shooter, still played to this day, steep learning curve but nothin can replace the classics, simple, quick paced and unforgiving, just what youd expect from the cs series. 9/10",21.0
"youll never accomplish anything if you dont believe that you can do it.",2378.8
"i grow up on cs 1.6, but now it is unplayable. a lot of garbage on servers a lot of music and useless things. low download speed, and everybody hack everywhere. please make something with this game, just need some patch, for disable downloadable contetn, and useless things...",29.5
"classic counterstrike you havent experienced any cs until you have played this",227.5
"never gets old.. classic shooter with great gameplay.",56.8
"nothing like the good old days with the classic of the classics, counter strike has been such a huge game for me, and also for the world as one of the most played multiplayer games on the internet, i remember like if it was yesterday the old days when i was a children playing lan games on the computer class with my classmates, and not forgetting when i learned to play it with the help of my older brother, it is such a nostalgic game and one of the best ive owned in my life. totally recommended to get back to the old days",11.1
"well known fps shooter game counter-strike will change your life! dont be lazy to pay 9 for such good game. i recommend you to try this game! seeya ingame :)",1780.2
"the start of it all if you dont already have it dont even try because you are not a pro like me :)",9.9
"i played a lot of games.i tried games with advanced mechanics,fancy graphics.i tried mods and all guides.still,i never catch the feeling i get with counter strike.it is plain and fair.i love the purity of it.its also absolutely fair.no skillpoints,no classes,no glamour-only gloss.it is the ultimate first person shooter.simply the best ever.",64.6
"a cult classic of culminating counter-terror camaraderie",2.3
"!!! its the best online game i played, it can make joy for you and your friends, also you can play with your friends. when all the players die, you are lonely, you have to fight for another enemies, all the teammate put the hopes on yourself, and you will never forget that feels!",1385.9
"back in high school i used to live and die by this game -- then got a girlfriend and my gaming time diminished to an almost non-existent level for a couple of years and i just fell away from cs. still, it was great fun. ran a clan, competed in ogl team matches, etc. great game especially if you get a group of friends together to run with.",6.8
"it has 13 years since it came out and a lot of people still play it. as you can see, gameplay is more important than graphics.",642.2
"this game as its released a long time ago, but it still carries the compitive sense, unlike the new versions of counter strike (source and go), playing this game is fun and i think it would remain as a favourite game as much as i play anymore games.",189.0
"cs 1.6, gameplay is good, good fps shooter game, enjoy it. buy it",118.1
"you just must play this game if youre fan of fps games.",1884.1
"i cant believe this game is not free-to-play yet. i mean, its been like, what? 15 years? and people can simply just download the non-steam version. should really be free-to-play to encourage non-steamers to play it on steam.",2280.5
"best game on the pc, game 13 years ! the audience of players still be numbered in the millions. the perfect game engine provides unlimited possibilities, a large number of modes (zombi, biohazard, surf, gungame, jump etc) make the game varied and exciting. only here you can with one clip to put entire opposing team, then plays the role of your skills playing shooters. the only game in which you can play for years and still have fun.",422.8
"is there really necessary to say something about cs? i dont think so. legendary multiplayer action game that lives for decades!",15.2
"i do recommend this game heartily! great feel of the gameplay and classic maps that makes it for an unforgivable experience!",1413.3
"since 2002,since it appeard in romania,its the greatest and the funnest game ive ever played.",440.8
"a must buy game for old school fps gamers. its tons of fun when you get into it. like people say - old, but gold.",441.9
"the only one game that holding me for more then ten years.",705.8
"wait... you dont own this game already!? whats wrong with you!? how have you not owned this since its release!? for shame! you might as well just wait for counter-strike: global offensive to come out, since you waited this long to even get counter-strike. im ashamed of you.",0.1
"over a decade later and this game is still the most-played game on steam and for good reason; solid gameplay, controls, user-generated maps and mods; the list goes on. this fps personally serves as a model of comparison whenever i play any other first-person games.",107.7
"steam is what it is today because of this game! 10/10",24.4
"every counter-strike is a must buy. not only are they all really fun, but it is really interesting to see the progression of them. 1.6 is the start of the series, and i thoroughly recommend looking up and downloading the original beta maps from 1999 like docks as they were originally part of the game (although most of them removed due to unfair map design [except docks]). cs 1.6 is a fun game, but if you arent interested in playing older games then i wouldnt bother, source and global offensive are newer and more replay-friendly games.",1.7
"old but gold! simple mechanics, lots of mods, and a great game to blow off some steam.",209.5
"valve please make sequels to this game. maybe try the source engine.",2.1
"you can also play ping only at the beginning of a great",390.5
"this is one my favorite games of all time. everybody should play this game",3.9
"best game ever..... so many fun times, great fps, worth way more than it costs! its just great!",507.0
"laggy, unoptimized, no online solutions work. absolutely shocked such an old game is so  its not even optimized to be played. waste of money. do not recommend.",2.8
"counter strike one of the best multiplayer first person shooters out there even though it came out 14 years ago it still has outstanding graphics a good level design and alright player models i would recomend this game to anyone with a spirit to play oldschool shooters",3.9
"it is the still worlds no1 best multiplayer game! love it!",194.6
"only skill important in this game. i liked this game :>",27.2
"what is there left to say about this great game,its simply classics and part of any kid born past 1990 childhood :d i really love the fact it is so wide spread around the world,and just keep it up like this !",454.6
"the best game ever!!! the freaking best game evaaaa brooo!!",939.7
"the best fps team based tact shooter on the market hands down. if you dont believe me just check its history.",49.9
"although this game was made 100 years ago, it still retains its core value being a great fps shooter that requires team work and not just 360 no scoping. this game wouldnt mean anything to a 13 year old because the graphics arent great but to a person my age this game holds many hours in my heart. 8.5/10",534.9
"thats a very nice game and its a pleasure to have it",777.0
"an old timing classic. but gets quite bored in the end...",177.2
"counter-strike is a good game for the most part, adding characters and stuff to the half life franchise and universe... there are several canon discrepencies, but they can be ignored for the gameplay and overall storyline (and even how that fits into the orignal half life game :d) overall its worth paying for and playing...",85.1
"the quintessential modern combat fps multiplayer. often imitated, never duplicated. i spent the greater part of a decade enjoying this game. much of the fun however came from the great friendships developed over years of online play.",488.7
"classic, functional fps multiplayer shooter that everyone can enjoy. although its showing its age now that modern fpses have the aim down sight function.",15.4
"i recommend this game because is the besssssst game evaaaaa|",277.4
"i dont like this game i love it n nothing can match cs 1.6 :d",2434.8
"hello. i play this game for more than 14 years and still happy and would be grateful for your gift to me in the new year game counter-strike 1.6 thanks :)",27.0
"if youre looking for fast-paced action, this game is for you.",192.9
"for more than 10 years this game still has billions of players playing it including me. possibility to create and customize your own game arena. the textures may not seem the best, but the gameplay and strategy really sucks you in. my first shooter game ive bought, only because of respect to developers.",938.3
"ya cant play it on windows 8, wow fail #windows8fail #geezewindows8beabetterperson #cstho #jailbreaktho #memories #mems #windows7 ##.",235.5
"best fps game, its so awesome get it its totally worth it",787.2
"this is one off the most games i like i love surf on this game <3",87.7
"the multiplayer fps that started it all. might be a old game, but its better than cod, also, even though the graphics are , that doesnt mean the game is. instead of picking your loadout, you get in-game money to buy weapons from a menu. there are no attachments to the weapons. there isnt that much to say, but its still very good. final verdict 10/10 classic.",7.8
"one of the greatest games ever made. not active now, but in its prime this game was amazing.",3.9
"did anyone not play this game at some point or another. as elusive to me as football and stock car racing in its ability to transfix the lives and minds of some shall we say, unenlightened gamers out there.",5.4
"the simple fact that this 10+ years old game still shows up in the top played games on steam clearly says something about its quality. i feel like i shouldnt even recommend it, as its name speaks for itself. easy to pick up, difficult to master, counter-strike is one, if not the best multiplayer fps out there, and itll probably remain that way for many years to come. the fact that this game rivals it sequels in number of players worldwide only shows how great this game is. so, do yourself a favour and get it.",11.4
"counter-strike 1.6 is much more difficult to get used to over css, but it is much more satisfying to succeed in. recommended!",60.0
"awesome! this is a game that i had played just for the sake of play with friends but now i makes friends while playing . the game is solid , enjoyable , and yes.. a must have :d",297.1
"as with most old-school multiplayer shooters, you will get your ship wrecked without learning some tactics and gaining skill, but then the fun sets in. it should be noted that this game is alive, with plenty of players, but most are silent if you want to do more than just play the game.",27.8
"best game 10/10 . if you have time you should play it :) worth its money,even for an old game,still rocking the shooters market.",1600.9
"time proven classic that will always be most fun us born in 80 last century !!!",307.3
"tactical and strategic game and a lot of team work :) nice game...... i love to play cs 1.6 every time i open steam. n1 :d",453.3
"this was my first game that i bought on steam , this is a clasic piece , a counter strike that you can mod all you want . god old times , ehh :)",312.3
"i would definitely recommend this game for counter-strike or fps players.",8.1
"best game of counter strike by far nothing ever compares to it",205.3
"do i need to say why do i recommend this? because this is freakin awesome! thats why...!",39.5
"probably the first game on my account ever (well the whole goldsrc pack but ya know)",0.6
"the best fps gameplay you can play, playing it since 2008",30.3
"fun and highly addictive game. if you like fpss, then this game is for you.",3.1
"yes a good game if played in a good computers, awesome experience at 100 fps. will suggest a gaming mouse and a pad for best aiming",618.5
"its really a one of the fabulous game i have ever played",16.6
"yes...i have done it...and at last i wana say this game is like a drug addiction.many ways to play in this game clan,pub,gungame,base bulding abd all kind of zombie games...simply i like clan play...its not enough to give your 100% in game..you have to do more better...this game is really awsm...i have no words to describe the game cs 1.6 specially",2330.8
"this is the og game. #classic. #oldschool. the godfather of fps shooters. theres a reason why it still has a strong playerbase, even stronger than its successor cs:source. even with cs:go out, it still has a healthy number of players. the gameplay and balance is still unrivaled. this was the platform valve used to become the powerhouse it is today. highly recommend even in 2014.",1178.7
"first game i ever played online and worked hard at becoming a pro at. <3 cs. my last id was ari1911386. #oldmemories #loveforthegame #respectplayers #donotcheat #playhardgopro #rusher #onlyheadshots #nostalgic",39.4
"old school time... the best game ever made very simple and competitive",855.7
"really good tactical game, balanced and very fun to play, an old but gold. get it free by reediming half-life 1 retail versions code.",5.6
"ill say one thing... its a challenge and like that im sombody that isnt really good at this game but i can still mange to get that rewarding 3 kills or headshot.imo i think that this a good game challenging but rewarding in the for me that is. im 13 years old and i just came from cz and i like it. more severs than cz so more fun.",88.1
"really good game for its time! if you have a time machine, go back in time when it was popular and buy it!",1.2
"simply the legendary mulitiplayer first person shooter. it has now become reduced to thousands of servers full of tens of thousands of counter-terrorist and terrorist bots in a perpetual endless war spamming their radio commands killing each other mainly on de_dust2 the only full servers are ing br spamming the chats u gib me monies or i repot u huhuhuehue hue hue hue jajajajjajajajajja jaja ja ja",219.3
"what can i say ? most played fps ever with a reason",41.5
"if you want to learn spanish,russian,swedish language play this game.",166.3
"very good game still, this game is still fantastic, undead <3",1963.4
"if i could find out how to play this game it would be awesome i click on cs and then i see a black screen and then steam main menu is there ?",127.2
"absolutely fabulous. just buy it, if you like true fps games, that require practice bur never get boring, here is one excellent for you.",673.9
"revolutionized fps gaming & pretty much made it what it is today. literally was the greatest fps games back in the day.",0.3
"pewpew shuuuuuuuuuuuu bbudubudbudbudbubudu pfoooooooom headshot counter strike 1.6, one of the games i played the most thats for sure. from my own experience, as most of the gamaes, counter strike is best played in team, with friends, it makes things more fun and interesting. but you can have fun playing alone too ofcourse, just not as much (only my opinion here). it may be annoying in the beginning, but as you start to get the hang of it youll start to enjoy it too.",1279.8
"steam, wtf... cd update screw my fps ... really? why? al least an answer...",935.0
"why cant i run counter strike 1.6? its running half-life and gives me some kind of error message, and then i press ok on that, and it closes down...what the hell?!",1278.9
"this game , is the best you can get. lets us to make friends , and makes brotherhood between us <3 but the recent  hackers which have joined has made it hard and annoying. but this game will live forever. <3",406.7
"working on debian as a charm, even with xorgs radeon driver! :-)",4.1
"nu imi mai merge counter strike cs 1.6 intru in joc si imi apare half live ma poate ajuta cineva?",2574.8
"i recommend this game because the great gift pile asked me to. also because its still the best ing shooter out there. thats right,  call of duty,  battlefied,  halo. 1.6 peoples.",5.9
"good old game.. stil alive! gathers, or other servers.. mixes, irc chaneels... good memories :)",10.5
"cant play game counter strike plzzz help fatal error :(",954.4
"the first and possibly the best counter stirke. over a decade later and still thousands play it a day? other than nintendo nobody has been able to master something like this as well as it is here. with a huge install base, small game but wonderful gameplay, this is worth your $10",2.4
"this game is fkin awesum. just bought it and already hav 4 hrs on it >:). its addicting dudes",8.0
"ok im not amazing at this game but it the best out of all of them. i think it takes a lot pratice to get decent lol well to me im not great but if you got a couple of friends, hey might as well play this game",67.8
"the first time ive played counter-strike, i remember i was just 11 years old, back in 2001! since then it had me nailed, its just so awesome, you come home, turn on your teamspeak / ventrilo, form a party, play 5v5 just for fun, train and become better, step by step. for anyone new to action-shooter genre i highly recommend playing counter-strike, its just a must-have!",3.8
"counter strike rocks! its the only game i can hop on and jump right into action in 5 minutes.",762.1
"a classical game that every real gamer should respect!",6.8
"best game ever, too bad there many cheaters on it.. r.i.p.",2162.2
"this game is so awesome because you play it like an strategy game and it is very good game shooting online game il recomend it",1347.1
"a no- old shooter that is actually fun to play. get it.",4.9
"still addictive to play and very fun! with lots of servers to still play in.",767.0
"i played this for 2 hours back when i was 15 or something. i sucked at it and people yelled at me. i think if i had spoke on the in-game vent thing they would have treated me differently, but im no .",2.5
"without a doubt the best multiplayer game in the universe! will probably stay that way for at least 10 more years!",84.9
"the classic counter strike , this is the old shiet!",143.9
"this game gave me a serious addiction until recently. its like a drug. dont play it :d!",1043.6
"the original mod from half life 2, i grabbed this when it was free way back, been playing ever since, with tons of user made content, a large community to play with this game is still a great buy. wheter your camping or lobbing nades, skill and teamwork are a must to succeed, mics are even better, this game can be as serious as you want it to be, just dont get mad bro, lol.",0.8
"the original game that started it all. innovative, challenging, and teambased multiplayer. it takes years to master, but once you do, its an amazing feeling. 9/10",147.0
"the counter strike 1.6 game cant be quit. easy to get used to the people so that he is unable to switch to cs: s, or cs: go. maybe the reason i think my favorite fps game.",1070.7
"possibly one of the greatest first person shooting games ever made. try it out and see how you like it. too bad that numerous number of hackers are around these days, but not a probem if server admins are present. you can try maps like dust/dust2, assault, or even fy maps like snow and iceworld. awp maps are also great if you like scoping and killing opponents with one shot. maybe even go for some of the fun surfing maps that are still around. lastly, fyi it does take some time to find the optimal sensitivity setting that you play the best with.",218.4
"an amazing classic! it excels from killing zombies with a violin to flying around a knife map using a pidgeot!",2279.5
"epic game better than all other fps games exept csgo but if you dont care about graphics and love the competitive scene then play this game :)",4.3
"playing all counter strike from the date it was released. still one of the best games ever made.",252.5
"counter-strike its really amazing, but today really its bad we cant play good, just before are good. server are sh~# ppl are sh%$ really its bad people play free, play clean, play to your mode, and off hack, off cheating , off scripting, off all play fun :)",418.8
"after so many years the game is still playable and enjoyable, its one of the first most competitive fps game that i known and it still have pretty good player base.",161.2
"probably the best shooter ever made (and it will probably stay that way). this game literally changed the way how shooter games are today. well done valve, well done !",53.7
"this game is the best shooter game and the game that i liked the most! but there is nothing for non steam players that hack in the servers!",351.9
"good, old counter strike! one of the must play games.",103.1
"my favorite fps shooter, i think i will never stop zooming because aim is not for me at all =] p.s im awper...",254.3
"here we are 14 years after the game relase.... and tull this very they i still pick up the game and play hours a day. for 9 dollers this games is a great buy.",5.3
"the granddad of all shooters! this game is the definition of excellent. this game may be old, but its still a great game to play. also, its really cheap!",219.3
"a clasic. tied with source as the best game of all time.",179.4
"it is one of the best fps games ever made. graphics does not matter, it is all about the gameplay :)",25.0
"awesome just awesome released in 2000 good since 2000 :d graphics dont matter!",2.3
"the best fps games i have ever played. it has over 15 years old but even that it still keeps the level of gameplay. a lot of modes and free dlcs made by players makes this game even more amazing. i dont regret hours spend on playing this one.",1730.3
"if you join the army or some special force, you have to buy your own gear. the heck?",139.8
"hi, i have a problem with the game counter strike 1.6 st ofcourse, what happens is that when im playing i get problem connecting",681.1
"original game that has progressed over the years. has diverse population that has grown outside the box. now coders not affiliated with steam/valve coding new mods for counter-strike 1.6 after over 10+years, this game is still on strong. come join us while you still can.",2525.8
"best game ever and this game proves graphics doesnt matter!<3",301.7
"a game for all professional counter-strike players!!",397.6
"not quite addicted about this game like others but i must praise it for its realistic like recoil of the weapons and the sounds but overall the game must rest some day an 8 out of 10 this game is not my style but still playng it with some friends when we try to prove who is better at giving head shots. :)",147.9
"i play dis game for about what? 6 years? well yes i do, and i absoltely love it. its amazing, it doenst have singleplayer but the multiplayer is what keeps me here. i can play the same map over and over again, but it will be still fun because ur playing with friends or playing with different guns or strategis, thats what makes it amazing",196.3
"it truly was one of the best first person shooter games at the time. i still play it to me graphics dont matter, the playing of the game matters.",5.4
"best game ever after 1.5, which is best game after 1.3",1301.4
"first game i played competetive, enjoyed, good watching the professionals play",82.2
"very fun game, graphics are disappointing and just not nice, i personally live in israel, israel has a lot of multiplayer servers and their sons loads admit most enjoyable so it makes up for the graphics ... also has the option to fight against bots you can practice with it or simply pass the time, i wish there was such a nice single player. so in short, if you are looking for a game with many indians, multiplayer servers, easy and fun then this is the game for you!",395.6
"epicness! ummm, you might get addicted xd this game is just awesome.. ~falx",394.4
"anyone who had a pc in 2000 played this game. best fps ever made. (here come the cod ....)",5.4
"have been playing since 6.5 and there are still 12 year olds flaming me in voicechat 10/10 for tryhard authenticity",51.7
"cool this game :d and in vip and admin!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",45.9
"cs 1.6 one of the best and addictive fps games ever made",241.0
"cant beat a classic... unless you just kill it with a bunch of bot servers. still the king of the online fps. for the record cs1.4 on the won id system (way before steamids) was the best version.",25.3
"this is the game that started it all...quite literally. this games popularity spawned the very system you are reading this on. steam would not exist if not for counter strike, and quite frankly the world would not be as good a place without it. if you dont have this...you should be questioning why you even have steam. (although its acceptable if you are younger and have a newer version like source or go).",0.2
"awesome game, played for years, i recommend it for new players to improve their skills ;)",2493.2
"one of the best online multiplayers game to enjoy and only the name is enough.",431.9
"listen, this game may be old, but it still has its charms, i mean sure, the quality was low but the game was still awesome just like its sequels (including global offensive).",1.3
"classic! one of the most fun older games that i own. the community is still large and thriving! give it a try!!!! :)",80.6
"counter-strike is defiantly dated, so i recommend getting the newer ones, but you are not going wrong with this one if you decide to pick it up. 7/10",0.1
"obviously the best game ever made. was, is, and will be the best.",55.2
"i have played this long ago. it was good. virtual reality, whoa!",2.2
"so you think your good at fps games...? well lets see if you are with this game. :d -keep smiling!",437.7
"i am not a pro but yea 10 years ago i bought it and i <3 d it so much , i still do",486.1
"great game with an active community! just dont expect to be playing any normal missions any time soon, i also enjoy the smoke in this installment, you can see through it if you walk right through it, also it is suprisingly difficult for the first installment, maybe im just bad, i dont know, so anyways get this game if you like team based fps if you dont like that genre, i reccomend you skip this one, 7/10",3.6
"legendary game but the sad thing is there are so much cheaters.. =/",2119.3
