% Generated on Thursday, 07. May 2015 12:06AM
% This ARFF file was generated with review data from the following game(s): ['Counter Strike']
% It is useful only for trying out machine learning algorithms on the bag-of-words representation of the reviews.
@relation reviewer_experience
@attribute string_attribute string
@attribute numeric_attribute numeric

@data
"back in high school i used to live and die by this game -- then got a girlfriend and my gaming time diminished to an almost non-existent level for a couple of years and i just fell away from cs. still, it was great fun. ran a clan, competed in ogl team matches, etc. great game especially if you get a group of friends together to run with.",6.8
"i played this for 2 hours back when i was 15 or something. i sucked at it and people yelled at me. i think if i had spoke on the in-game vent thing they would have treated me differently, but im no .",2.5
"time proven classic that will always be most fun us born in 80 last century !!!",307.3
"i lost years (im really not exaggerating here) to this game. there are better games out there now but for its day this was a trailblazer. still a lot of fun now.",1.8
"this is the best game ever like ever come on this darn planet!",1245.5
"it truly was one of the best first person shooter games at the time. i still play it to me graphics dont matter, the playing of the game matters.",5.4
"in my opinion, cs is the single greatest first-person shooter ever created. complex, addictive, challenging, intense, precise, and infinitely replayable, cs was the defining game for an entire generation of gamers. but be warned, this game is absolutely brutal if you are new to shooters.",606.9
"awesome game! never had so much fun with any other game!",112.0
"hello. i play this game for more than 14 years and still happy and would be grateful for your gift to me in the new year game counter-strike 1.6 thanks :)",27.0
"it is a game that has been played before, is still played now and it will be played in the future !",183.2
"for like 10 years the no. 1 ego-shooter in the e-sport scene, best mod of half-life and (sadly) scapegoat for many killing frenzys. was one of the most innovative games that time.",47.5
"upgraded to mac os x 10.9 and it broke it.. the mouse dsnt work anymore. ive tried uninstalling and reinstalling :(",21.4
"its the original cs. what could be wrong with it?",3.3
"best online played game no one can beat this game :d",113.0
"cannot emphasise on how great this game is. its ridiculously fun with friends, mods and such. a tad old, but its still functional. 9/10.",234.3
"best oldschool fps shooting game ever, we never forget you :)",2251.3
"just awesome ^ every part of it + modes + every single map of guns, deathrun, knife, bhoping, climbing etc. 100 % fun + addiction xd thumbs up ^",366.8
"counter-strike is an almost perfectly balanced mix of teamwork and individual skill with enough depth and nuance to inspire countless esports competitions.",118.2
"a must buy game for old school fps gamers. its tons of fun when you get into it. like people say - old, but gold.",441.9
"a very fun, addictive, awesome game, and its still have a lot of player about 14 years!!",169.4
"can any one help me please, i download the counter strike when i start it , it will give me a black screen and it is not working",0.8
"awesome just awesome released in 2000 good since 2000 :d graphics dont matter!",2.3
"counter-strike(1.0 - 1.6 not source) is one of the greatest esport fps games(if not the greatest) in the gaming history and is still worth buying today. graphics doesnt matter for a good gamer, gameplay does",12.5
"best game ever..... so many fun times, great fps, worth way more than it costs! its just great!",507.0
"one of the best online games since last 13 years i guess or 10 i have been playing it for now for past 2 years continuously",13.4
"first game i played competetive, enjoyed, good watching the professionals play",82.2
"i played this since 15 years, i still playing it. totally reccomended",0.5
"anyone who had a pc in 2000 played this game. best fps ever made. (here come the cod ....)",5.4
"great shooting game, of course like any game it has its flaws but this is a personal favorite of mine. much better graphich then counter-strike 1.6. game from 2006. but with excelent graphich. 10/10.",1922.4
"best game of all times. hope it will have match making system like cs:go with a bit better graphics.",63.7
"i just bought a macbook air and for some reason when u get into a game the mouse goes funky on me and wont let me move around properly. its not the mouse either because it works fine until im in a game and it does the same thing with the touch pad on my mac... any suggestions?",15.1
"this is the only pc game which i play till to date from the time it was released. i am playing this game for past twelve or thirteen years and i am still very much addicted to it. the game play is phenomenal, highly challenging and had a very realistic feeling during then. the recoils are amazing and very realistic. this was the only game of its period to have gun recoil. the whole game playing skills revolved around the ability to control the guns recoil which was its best feature. great game of all times !!! cheers!",697.7
"played from february 2000 - september 2004. the one that started it all. the original. g.o.a.t.",1242.9
"after all these years this shooter remains to be a classic that cant be ignored. this game was a major turning point in the history of fps, and this game is what made online multiplayer competitive gaming so popular.",546.2
"just a good first person shooter. nothing great but for its time its good",53.3
"you should know this... it is the game to change all games of its type. it will be a part of my gaming forever!",24.8
"the best fps game i have ever played. many people are leaving this version of game saying that it is not upto the mark, but this is best base for all fps games for which i respect this game and will play it forever.",219.3
"it was the best game ever made before valve  it up!!!and yes i still hardly recommend this hardcore shooter!",414.2
"the game is pretty realistic but valve isnt updating it like it used to do !",61.6
"this game is good man. if you are going to cry about ranks, then this game isnt for you. enjoy the game, its good.",1111.4
"this game never gets old. the only thing you can improve is your skill 10/10.",105.5
"laggy, unoptimized, no online solutions work. absolutely shocked such an old game is so  its not even optimized to be played. waste of money. do not recommend.",2.8
"tactical and strategic game and a lot of team work :) nice game...... i love to play cs 1.6 every time i open steam. n1 :d",453.3
"why would anyone stop playing the greatest multiplayer game ever?",221.1
"hello.... here i m scorpion .... i m owner of gs......",692.3
"a great fps its a classic, valve makes great games and this is one of their finest works",52.2
"this is a fun but old game will still make you amd like any other fps (this is alt account so i know what im saying)",0.3
"it got at least 10 times better love story than twilight and counter-strike: global offensive.",10.6
"the best realism half-life mod as its the one everyone remembers. causing incalculable rage in dialup users for years and years. if youre bad youre a nub, if youre good youre a hacker, if youre just mediocre then youre just right.",3.3
"a classic. if youre here because its on sale, grab it.",1.4
"one of the best online games since last 13 years i guess or 10 i have been playing it for now for past 2 years continuously",13.4
"legendary game, wont recommend playing it in 2015 tho.",1298.5
"counter-strike is everything forever =) play with your friends,win,and have fun!",735.5
"cs is awesome, its a game that only requieres skill and not ranks and that crap.",574.9
"it is a fantastic fps game. i am just in love with this game, the graphics may be not the best but for my opinion is the best fps game.",1400.0
"i play this game since i was like 14 years old . teamwork game in most of the times . solo game if you are pro .",933.2
"this is the most legendary game ever, i have played this for many many years. i wish i had my old account with all the hours i put in this game when i was younger. gl hf (>  -  )> boom headshot!!!!",59.8
"that game is suck amazing. its.. counter strike, thats all i gotta say :)",1581.8
"playing all counter strike from the date it was released. still one of the best games ever made.",252.5
"well-known game physics and graphics. based on famous half-life 1998, not hardware damanding, linux and legacy windows friendly (even win98). very consecutive like a chess or math, great game for competitions! best fps shooter imo.",2643.0
"went on a spanish server and 10 minutes later my bank account was wiped.",1.9
"i played this game at school and the teacher game me an a",10.4
"the game may be old, but it still gives hours of fun.",673.7
"one of the best games, ive ever played. i will recommend it to everybody, who wants experience some oldschool gameplay. <3 have played it about 2000+ hours together including all my accounts. sadly, there are not that much lans and tournaments anymore. if you have any questions, than make sure to add me on steam. ;)",67.3
"pretty much the best fps made. hands down better than the sequels.",193.5
"if you were a fan of this game back in the day youll feel nostalgic and want to buy it but dont, it doesnt hold up if youve done any gaming of any sort since then.",1.3
"fire in the hole. fire in the hole. fire in the hole. fire in the hole. stick together team. stick together team. stick together team. team, fall back! fire in the hole.",38.1
"this game is byfar one of the best fps game i have ever played! i remember when i used to play this on the original xbox and had so much fun playing it. i was really sad when my controller broke and i couldnt play it anymore but soon after that i got the xbox 360 and started to play cod and gta. then, i started playing on pc and all i played was minecraft until i downloaded steam and i found counter strike. i had no idea it would come with cs:cz so i decided to play it and it was more fun than cs. i enjoy to play this game and im sure that i will continue to love this game!",18.8
"this is an old game. but its good and have some multimod servers and its funny game and i also play it , any 1 rich in steam can buy this game soo easly because its cheap",986.4
"this is a great game, made in 2000 and still has a reasonably high amount of players. definitely recommend buying.",10.6
"best multiplayer game...(csgo is the 2nd best multiplayer game)",6.9
"!!! its the best online game i played, it can make joy for you and your friends, also you can play with your friends. when all the players die, you are lonely, you have to fight for another enemies, all the teammate put the hopes on yourself, and you will never forget that feels!",1385.9
"i havent played counter strike in years. this game is still a classic and there are plenty of players to play with. if youve played a counter strike game.. this one is always a good one to get into now and then. havent had any problems with it, people complained a lot in bad reviews about hackers and such... that is bound to happen but not nearly as much people seem to portray. great game check it out.",306.2
"there is a huge lump in my throat as i edit this review. if you own this game and reading reviews for fun, keep scrolling. so this game is only mp without mods and its dying atleast here in my country(india) and its $10 which is way too expensive in terms of our currency. get the physical copy of counter-strike anthology from a local/online retailer which will have half the price of this game alone without any sale! rip counter-strike 1.6 :(",306.0
"cs 1.6 one of the best and addictive fps games ever made",241.0
"why cant i run counter strike 1.6? its running half-life and gives me some kind of error message, and then i press ok on that, and it closes down...what the hell?!",1278.9
"great game. you should pay up to $25 for this game.",49.2
"its the most ultimate game a person can ever play !!! love everything about it !!!",14.2
"this is a must if you want to get better at cs go! cs series has improved so much over the years now :)",49.1
"an amazing classic! it excels from killing zombies with a violin to flying around a knife map using a pidgeot!",2279.5
"better than source, better than go. but for some reason, people always prefer graphics over actual balanced gameplay.",57.4
"we all know one thing. this games kicks call of dutys !",9.8
"counter-strike can join in with golden eye in taking credit for defining the comman fps game as we know it today. its servers are still active over a decade of entertainment. you customize your gear then choose to either use tactics to disarm the bomb, or you can just rush in like an insane person, grip the hostages by the arm as you say follow me now!!!, and get them to safety. it is pure greatness. and the system requirements are not demanding, so virtualy any computer nowadays can run it.",7.0
"one of the most groundbreaking and legendary multiplayer games in the history of video games. all created by 1 guy in his college dorm, in this spare time. it doesnt get any more awesome than that.",41.1
"best fps team shooter . a lot of weapons to buy and very many gamemodes to play",217.3
"i recommend you this game if youre 12 years old who just discovered weed.",9.2
"counter strike is the most popular fps game we played in windows pc.",0.4
"really good tactical game, balanced and very fun to play, an old but gold. get it free by reediming half-life 1 retail versions code.",5.6
"you cant strike a counter, but you can strike other players with a knife. or just constantly get one hit killed by enemies with deagles, aks, and awps.",1.6
"i really like the game, but i couldnt find the stupid cake.",1206.3
"no final killcam, killstreaks or akimbo weapons. the auto-sniper is great though, so i give it 10/10 //faze pamaj",1477.1
"fun, classic, well executed even though its old! definite recommend!",38.6
"best shooter of all times!! been playing it since v. 1.4",118.5
"somehow i still find myself coming back to this game...damnit.",2012.1
"this is great game... graphics is no good but its great multiplayer.",208.1
"please help me i failed when i was making my graphics in my counter strike 1.6 i cany see anything and i cant make it right i reinstalled it again but it didint work so please gove me choise i had such fail at past and when i changed windoows afterwards there wasnt such problem so please give me choise about it :)",20.2
"so many years with us, but still the best game ever. :)",1061.2
"doesnt matter how old it is .. still a very good n entertaining game...",9.3
"tactical and strategic game and a lot of team work :) nice game...... i love to play cs 1.6 every time i open steam. n1 :d",453.3
"i play this game for fun. my 1st favorite game on steam! oldschool fun boy :) ^^",36.1
"the game that started it all! cs 1.6 will always be my favourite multiplayer game. this game has been played by millions of gamers and it still holds a special place in our hearts!",105.3
"this is the beggining of what we call modern fps. this game is pure skill. if u are a cod aim down the sight fanboy, dont try it, youre wasting your time. this game is for skilled players only. no aim. no help. just your and your target.",3.5
"there are more people playing on this 1.6 than source",13.4
"best game i ever played. put so many hours in to this. the clan games climbing the ranks. ah the memories!",1.1
"counter - strike 1.6 is the most original first person shooter i played in my life. counter - strike is an absolute fun game with action - packed maps full of different varieties to choose from. there are tons of weapons from automatic to semi - automatic, shotguns, handguns, and etc. it will definitely give you a blast of fun memories and its a good game to enjoy for a long time. check it out !",588.8
"if youre looking for fast-paced action, this game is for you.",192.9
"great game!! nice graphics!! online servers are good... sometimes non-steam cheaters appears but if the server has admin, should be fine... nice game for people who got low graphics in the computer",305.6
"i do recommend this game heartily! great feel of the gameplay and classic maps that makes it for an unforgivable experience!",1413.3
"best game i ever played in my life! recommend this game!!!",697.7
"this is the original counter-strike that continued into a wonderul series of games. i played this every chance i could get while in high school before steam was ever around. check it out to see how it all started!",0.1
"first game i ever played online and worked hard at becoming a pro at. <3 cs. my last id was ari1911386. #oldmemories #loveforthegame #respectplayers #donotcheat #playhardgopro #rusher #onlyheadshots #nostalgic",39.4
"so good 10/10. played this game when i was ten. ist magnificently!!!!!!",0.8
"really fun, fast paced, and competitive shooter with a hardcore community. i preferr css, but this is a close second.",15.7
"you know buddy i played the game, it was so confusing i dident have a clue what to do, i had a gun in my hand for some reason and others too. i just ran for some minutes and was too afraid my pc was gonna die of overheat of how hard it had to work for those graphics so i quit the game. this was a 15 min of playtime with half of the time loading. 0/10 would never play again. it all was a joke sorry. xd",0.3
"old but still a nice game... i miss the old days when you could wallbang :p",102.0
"old but still gold! amazing how people keep playing this! still a fun game c: happy to be able to play it again ^^",6.7
"everybody get up, its time to slam now we got a real jam goin down welcome to the space jam heres your chance, do your dance at the space jam, alright",9.6
"one of the best oldest pc fps shooters of all times, i play this game til this day, been playing since 2000 back when cal league was popular. og account with 7 digits",1132.3
"play the original that started it all. complete with no skin no crates no keys and a whole lot of nostalgia!",0.6
"im getting addicted to this game and so will you if you buy it.",301.9
"nu imi mai merge counter strike cs 1.6 intru in joc si imi apare half live ma poate ajuta cineva?",2574.8
"not really know what to say...but still the best online fps game :d",1652.7
"one of the best first person shooters ever the thing that makes this game so awesome is that you will always have competition and theres no excuse for losing or winning because the only thing that can make you good in it is experience there are no in-game purchases and its really hard to get pro or even decent as it doesnt have auto-recovery as many fps nowdays highly recommended",448.2
"use to be a good game but full of hackers and  servers 10/10 ign",4.5
"11 gabe newells out of 10 gabe newlls would buy sequel",92.2
"this is my favorite game on steam. even though its pretty old its more fun than tf2 and garrys mod.999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999/10",2.0
"the one and only. back when games had simple mechanics and very little nonsense. remember when a bullet would go where you actually fired it? remember when recoil patterns were easy to understand? remember when it was possible to take a game seriously and become ridiculously good at it? the counter-strike franchise is very much like super smash bros -- they had brawl, we had cs:source and cs:go. lets hope valve decides to play a proper homage to this game in the future much like nintendo did with the new smash bros.",223.4
"15 years and it still has a somewhat strong multiplayer community. thats just enough reason to buy it. 10/10",8.1
"pro: - very fun and competitive game - works well on every platform (linux included) cons: - none now buy it !!!",58.7
"the best game in the world, the jipiroca is going pew pew.",1451.7
"just one thing i would like to say is that i can live without my girl friend but not without counter strike. :) ;)",176.5
"oh, you are a bloody hacker and i cannot shoot you through your heart. 10/10",102.1
"+ competetive. easy to play. can include ai for training. tons of servers/server plugins/custom maps/even custom guns. fun to play, always. - little repeating. in overall, i recommend it to everyone, please do not judge this game for graphics and/or lack of military actions, goldsrc engine is not real virtuality 3 ( arma 2 engine ), and this game is old school, typical classic so graphics are what they are.",460.8
"i play dis game for about what? 6 years? well yes i do, and i absoltely love it. its amazing, it doenst have singleplayer but the multiplayer is what keeps me here. i can play the same map over and over again, but it will be still fun because ur playing with friends or playing with different guns or strategis, thats what makes it amazing",196.3
"the original recipe of counter strike. play it or die!",167.3
"hello i have purchased cs anthology ,but when i am trying to install to update steam it always shows fatal error ,there is no internet connection ,how can i resolve this issue because if i do not update it ,i can not lo gin to play .pls help me.",380.9
"please enable counter strike 1.6 mode d3d , i cant run with opengl mode, i only use intel(r) hd graphic....",123.5
"this will always be one of my favorite shooters, great fun game.",22.5
"one of the best fpss ever made. simply put it like that makes it seem super epic and awesome. well if you want fast pased action this is not youre slice of cake but its definantly worth buying anyway. if you want more modern graphics i would reccomend cs:go.",115.0
"great game, old but gold. i dont get bored at all",0.3
"only game thats i play!!! you can keep all the fancy graphc games _ nothing compares to the original 1.6",803.5
"the classic counter strike , this is the old shiet!",143.9
"the best game there was and there will be! great balance and impressive legendary games.",918.3
"cs1.6 so much good remembering and still better then bf4 and cod ghost",18.1
"best game ever after 1.5, which is best game after 1.3",1301.4
"even though it has the worst graphics, its still very strategic and fun!",38.0
"this game is the best action shooter ever made, its gameplay is very well balanced and you have many options and tactics to do. actually, if you play cs:go, then this game is exactly the same except that the graphics are from 2000. but this does not matter. gameplay is far more enjoyable then graphics! and if steam was built aound this game, well, then it must be some good stuff.",16.8
"best game on the pc, game 13 years ! the audience of players still be numbered in the millions. the perfect game engine provides unlimited possibilities, a large number of modes (zombi, biohazard, surf, gungame, jump etc) make the game varied and exciting. only here you can with one clip to put entire opposing team, then plays the role of your skills playing shooters. the only game in which you can play for years and still have fun.",422.8
"love it. controls are so solid and the maps are good. new one coming out in 2011 i heard.",79.8
"one of the best multiplayer games out there right now. fun, strategic gameplay. best played with a couple friends or a full team of people that you can communicate with.",63.6
"although a bit old, this game requires a lot of skill and strategy. once you learn how to play it youll get to enjoy it.",460.5
"when youre a counter terrorist you shoot those bad terrorist and stop them from planting evil bombs in america,",39.6
"just coz its old doesnt mean its good. pros skillfull addictive good maps easy to learn cons need more players losing players hard on noobies you know what they say a game that looks good is impressive for a few months.... but a game that plays well is impressive forever. 10/10",234.7
"only skill important in this game. i liked this game :>",27.2
"one of the best fps game that is recognized around the world. a must have.",77.4
"a friend of mine just gave me his xbox, with a copy of this game. i was happy!",0.4
"i could play this game forever! *_* ...and not get bored.",311.7
"this is cs. nuff said. no review needed. if you have steam and dont know cs, there is something wrong",22.1
"this is the game that ruined my childhood ! i literally was playing it all day long ( previously was playing on non steam) it was one of the best games back then, but now cs:go has taken its lead, so i recommend you buying global offensive.",381.3
"badass game of the year 1999. 9/10 + weapons + mods (ctf, dm...) - community (cheaters, cheaters everywhere)",21.8
"best game of counter strike by far nothing ever compares to it",205.3
"counter strike rocks! its the only game i can hop on and jump right into action in 5 minutes.",762.1
"this is the best counter-strike ever, ruined my life. 5 stars <3",2005.5
"much goodness. as of sould any valve game be. simple easy to pick up and play but very hard to master. this game and its other similar sequel condition zero have both many mods ranging from football right down to the godly great fureion mod.",98.3
"no. never. i hate this game and nothing is going to change that fact. if you want to start now just prepare for those who have 10,000+ hours of experiance in the game. you join a game. you instantly die. you then have to wait minutes till the next round. then you die again and wait even more. if i wanted to play a doctor room simulator this would be it. nothing says fun like sitting in spectator mode. let the downvotes begin!",0.7
"oh maaaaaan this game.. what can i say for this master piece for only 8euros ? if you didnt triyed yet i dont know in what universe are you living",542.5
"the game that started it all! cs 1.6 will always be my favourite multiplayer game. this game has been played by millions of gamers and it still holds a special place in our hearts!",105.3
"in my opinion, this is quite simply the best multiplayer fps shooter of all-time",1345.1
"yes i have only played ten minutes. ten minutes is enough! case closed",0.2
"the start of it all if you dont already have it dont even try because you are not a pro like me :)",9.9
"one of my all time favorite games... this is a classic. i will never forget the fast paced action this game encompasses due to my youth. i played countless hours of this and loved every second of it.",52.3
"this game is a genuine classic. grew up with it. got over 600 hours on it. loved almost every moment of it (except when i got killed by aim-bot and wallers) but oterwise a great buy. it has its perks and like a trillion mods of which id say 25% are running at any given time from servers worldwide. definitely recommend it to players who like oldschool games.",774.8
"counter strike was the first fps game i fell in love with. game play is superb.",474.6
"i was told this was like a mlg call of duty black ops, but its nothing like that. 4/360n0sc0pes add me if you wanna play [mlg]xxxxle420milkxxxxn0s0ur",16.0
"oldschool, nice mechanic, pro game phisics. forget about nice graphic, drop out cool free to play systems with donations for hats. this game is really for ninja maniacs.",499.6
"there is absolutely no need to review this game....!!! brilliant, fantastic..!!! well best online multiplayer game ever...!!!",223.5
"one of the best games in history of fps games. i know this game is old but i still prefer this game than other shooters out there.",107.8
"this is where history was written. the son of the big daddy half-life. since the game was released, even with newer versions like source and go, it is still very popular. example of a masterpiece.",5.3
"epic and clasic game . i recommend this to everyone with a bad pc and to fps game lovers. cs never die.",253.7
"hands down. its counter-strike the god damn sexy half-life mod. no other-mods that makes hl into an awesome multiplayer fps game. introducing bomb and defuse , hostage , etc. pros : - gameplay is fun! - a hell lot of server - large community ( did i said large. i mean ing huge ) cons : - the steam version doesnt have bots ( except cs:cz )",1.9
"cs is fast paced, intense, and satisfying--this game will not disappoint. this is truly one of the best mods for one of the all time greatest first person shooters ever. :)",255.3
"play better than admin and you will be banned because you are hacking. 10/10 will rekt admin again.",6.6
"the greatest multiplayer shooter experience ive had since quake 1. the e-sport scene also helped it alot, its the only computer game ive really followed when it comes to e-sports (back when i followed the cpl etc). the design of the game was simple but very effective and delivered a multiplayer experience that few other games can match. the call of duty and battlefield titles, although good in their own right, never drew me in like counter-strike.",477.4
"the biggest competitive first person shooter there ever was and ever will be. extremely skillful and team based tactic. amazing, 10/10 1.6 forever -buy this over cs:go",77.2
"this is such a great game, even though this is the first game of the counter-strike series.",2.5
"even if this game is old, its pretty amazing and fun. some mods kinda suck, but classic remains the best.",1323.8
"what can i say? my teenage years were in a large part defined by this game (pity about those hundreds of hours disappearing from record). this game is the reason i made a steam account to begin with. this game made me love online gaming (even if its a tough, one-way love). one of the first breakout e-sports (alongside starcraft) and a significant influence on the fps genre. a piece of gaming history. play it if only for that, and see for yourself.",59.6
"one of the best multiplayer games out there :d 10/10",3.2
"throwing grenade in doors will open em 10/10 for realistic experiance",23.3
"one of the games ive played the most since year 2006.",60.1
"i cant believe this game is not free-to-play yet. i mean, its been like, what? 15 years? and people can simply just download the non-steam version. should really be free-to-play to encourage non-steamers to play it on steam.",2280.5
"nice game, playing this game sometimes too feel nostalgia.",34.5
"old school fps. the one that started it all when it comes to modern shooters. still fun, fluid game play. i cut my teeth playing cs, my first fps game i played. takes a bit more skill. many, many good times!",5.4
"even if this game was released in 1999, its still one of the worlds most played games! i really recommand this game, to any person who like shooter games! ;)",864.8
"the best fps gameplay you can play, playing it since 2008",30.3
"this is a good game for kids as its not real life graficts. and servers with mods are sometimes good.",49.4
"this game is a must buy. if you dont care about graphics and such, this game is a gem. the community is pretty.. died. atleast the competitive community. anyways, this game is a must buy!",33.8
"the point of counter-strike is... to be the best. this is not a game, this is the game!",105.0
"one of the legendary games which is still fun to play after 15 years of making . proves even without graphics and mechanincs what a game can achive. those who love multiplayer and have not bought this game ( totally worth it !! ) i recomend you try it out :) .. gamplay centered game. if you have friends to play along this game is totally worth spending time on . extremely addictive ...",11.6
"during my computer class in school after playing cs on steam i got this vac ban about 9 yrs ago...so...still cant play it after 9 damn yrs...really steam?",20.9
"wait... you dont own this game already!? whats wrong with you!? how have you not owned this since its release!? for shame! you might as well just wait for counter-strike: global offensive to come out, since you waited this long to even get counter-strike. im ashamed of you.",0.1
"blame this game for the rise of the online multiplayer modern military shooter. good game, great custom maps, terrible community. not much has really changed since 2000, has it? i dont think anyone still plays this particular version of cs though. edit: wait, there are over 8,000 people in-game right now. wow... guess i have to give this a yes then because it isnt dead.",153.7
"it was fun for the little that i played it, is this game active anymore?",1.1
"this is a classic and better first person shooting game the history.",6.0
"this game is okay but it feels really clunky. if you want to get a better feel of counter strike just get counter strike: source its cs with a better physics.",6.6
"the worlds most playable fps game...ruined my life...5 stars :d",1687.9
"un des piliers du jeu vido... one of the pillars of gaming...",923.3
"what better way to play an fps than the original? this game paved the way for all modern day fps with out this we wouldnt have things like call of duty. i have been playing this since i was a child and still love it 100/10",433.9
"this game just changed my life :) playing since 2002.",839.5
"7/10 +no microtransactions +simple great for its time",0.4
"whenever i start the game there is a black screen...i can hear the noise but the screen remains black! why is thin happening tell me asap",2.6
"classic fps after quake and half-life. this was the game that brought pc gaming to mainstream light (behind starcraft). professional tournaments sponsored by large tech companies was the tip of the iceberg. strong community-ran servers proved to be invaluable when considering how easy it was to find a place to play without hackers. purest first person shooter game i have ever played.",181.1
"the best of its kind , i just cant get enough of it :d",140.5
"best game you can get on steam, but it was better on won.",5.3
"hey steam community... this is pawan, im facing some problem to play cs, could u help me out ? when i go to start playing cs online, the vac anti cheat is not leaving me to play, and do no why, the vac anti cheat has bean banned me, now i couldnt enter into cs. plz help me out of this... w8ing fr yr replay.!!",317.8
"this is one of the best first person shooters ever created because of its tactical team-based gameplay and a feel that old-school fps will love.",10.9
"15 year old game @ $9.99 really how gready can you get valve.",29.7
"9/10 great game, worth having in your steam account!",315.2
"wasted almost all of my free time on it when growing up.. 11/10 would play again",670.5
"best game on the pc, game 13 years ! the audience of players still be numbered in the millions. the perfect game engine provides unlimited possibilities, a large number of modes (zombi, biohazard, surf, gungame, jump etc) make the game varied and exciting. only here you can with one clip to put entire opposing team, then plays the role of your skills playing shooters. the only game in which you can play for years and still have fun.",422.8
"counter-strike- ,        .    ,    free2play c   .  , ,  ,    *   counter-strike",59.5
"standard run and gun game that says it tries to stop cheaters and hackers out of the game, instead all it does is ban people who are having internet trouble trying to blame them for lag switching. it does not hitting those who you can obviously watch and see they are using aim bots by spectating after death and always aiming at people through walls at their heads ready to shoot the moment they turn corners.",0.6
"love it!!! <3 brings back so many good times with mates! :)",3.6
"game from my childhood. 10/10 fun. 10/10 mods cs 1.6 is not dead!",417.1
"a game for all professional counter-strike players!!",397.6
"it is one of the best fps game available online. even today its craze has not ended. from a navi player i heard that steam version provides very low lag due to which i purchased the game and for sure i was 100% satisfied. you would not believe my ping dropped to 19~21 from 200~1500.",16.9
"classic! one of the most fun older games that i own. the community is still large and thriving! give it a try!!!! :)",80.6
"do i need to say why do i recommend this? because this is freakin awesome! thats why...!",39.5
"grenades flies like piece of , but game still cool for tactical multiplayer shooter.",6.0
"good, old counter strike! one of the must play games.",103.1
"you can shoot someone point blank wtih a high powered shot gun 13 times wtih out them dying, but they can shoot you with a assult rifle over 300 feet away and kill you in 2 shots.",6.5
"game is great(as ypu know it) but valve isnt working on it at all now cares about counter-strike:global offensive, there is too many servers with players downloaded it from some other site for free r.i.p. cs (1999-2012)",148.9
"i am a very old cs player but this one is a beast i am just ing loving this game great one",7.7
"este es sin duda el mejor juego online del mundo para mi, lo juego desde hace muchos aos e incluso es lo unico que juego todas las semanas le dedico aunque sea 2 horas",945.7
"probably would be better if the playerbase was actually ing english",2.0
"the wise counter-strike 1.6 veteran said.. if you dont like 1.6. you dont deserve to live.",1.1
"best fps ever.the best counter strike game(following go on 2nd place).the hardest tactical fps out there where the guns have actual recoil and you need real teamplay and cooperation to win",257.6
"what to say ? the game is amazing ! this game is my past ! :)",73.5
"great game, tho graphics are not nowadays quality because its been made in 1999.",0.4
"most favorite game of all time , most played game , never gets old , at least for me :) ....",60.6
"i would strike the counter hard if i could return this bad game",31.1
"counter-strike 1.6 is much more difficult to get used to over css, but it is much more satisfying to succeed in. recommended!",60.0
"the best competitive multiplayer fps experience for low end computers. even an old laptop can run this probably. bit of a learning curve with weapons. condition zero expansion has half-life style campaign though not as groundbreaking, but also additional mp maps and a singleplayer bot mode that is goal oriented and challenging.",173.5
"really weird game but its fun its probably better to buy a different cs game. t.t!",0.1
"the world will never forget this game! i am really proud of it!",52.0
"the mother of fpss!? csgo is better now imo tho. but loads of great memories! <3",1221.0
"funnest game ever, still has competetive pug servers. lots of fun. =)",7.8
"this is quite an enjoyable game and one of my fav ,,,",961.9
"here we are 14 years after the game relase.... and tull this very they i still pick up the game and play hours a day. for 9 dollers this games is a great buy.",5.3
"one of the best fps games out there. playing it since 2 years love this game",82.4
"counter-strike set the foundation for online competitive team-play fps. and its still a viable game over 10 years later.",181.5
"if you want to learn spanish,russian,swedish language play this game.",166.3
"best game ever made :) highly recommended game if you are searching for a online game with so much popularity",1279.6
"people have been playing this since, like, 1992. theres got to be something appealing if its been around that long.",39.0
"this is a classic, i must say if you want a good old shoot em up this is a great game for you",7.9
"it does not work! you have to ing do a lot of things in order for it to work! absolutely !",2.2
"unlike cs:go, with getting expensive knives and later after you finally figure out how to use it you get shot by a noob. this game offers true russian language speaking lessons, i have now learned fluent russian and somehow learned german along the way. it works like a true russian language speaking (and german) simulator should, 8/8 m8.",5.7
"precision fps. you are rarely rewarded for spraying your weapon, its all about controlled firing for headshots; somthing that is unique to this release.",111.7
"you can also play ping only at the beginning of a great",390.5
"i gave it a shot, played few hours. pretty funny game with a lot of mods.",1520.8
"there nothing but to say, its counter strike 1.6 best mlg game that ever lived! jk its not the most, but you know its really good! 8/8",7.8
"old but gold. way better than source and maybe better than cs go too...",82.4
"come play then rage quit because of mexicans and hackers",951.6
"this is a really awesome classic game! if anyone ever played it, she/he will never forget about it! deservers the 8 euros, and also you will get condition zero!",78.5
"still the best counter-strike together with condition zero, good times :)",9.6
"this is the game that started it all...quite literally. this games popularity spawned the very system you are reading this on. steam would not exist if not for counter strike, and quite frankly the world would not be as good a place without it. if you dont have this...you should be questioning why you even have steam. (although its acceptable if you are younger and have a newer version like source or go).",0.2
"great game. you should pay up to $25 for this game.",49.2
