
% Generated on Wednesday, 15. April 2015 01:53AM
% This ARFF file for The_Elder_Scrolls_V is for use with trying out machine learning algorithms
% on the bag-of-words representation of the reviews only.
@relation reviewer_experience
@attribute review string
@attribute experience numeric

@data
"you can do whatever you like, just dont kill the  chicken. 10/10",85.9
"i would marry this game and have children with it. 10/10",72.3
"haters gonna hate. haters gonna hate. es gonna hate. yo mommas gonna hate. swag.",49.6
"dude skyrim is the ing best its the 5th game in the elder scrolls series although they arent all connected directly based hundreds of years apart huunnndreeeeddssss of quests that are interactive and often decided by your choices you can basically create your class to your liking because there are no actual classes if you wanna duel wield swords and be a swift fighter, go ahead, warmage? sure! heavy brute? !@#$ yea. a mix of it all? up to you. and then besides weapons, there is a ing huge set of skills that you can pick and choose from like a in goose eating crumbs. tons of options man. plus, it has ing dragons. and thats just the in vanilla! if you get this  on pc, you can get thousands of ing rad mods that make the make even better. get this ing game, play it.. enjoy it.",114.6
"the gametime does not account for the hundreds of hours played on my xbox. 10/10 took an arrow to my social life.",181.7
"one of the best games i have ever played. and thanks to the awesome mod community this game can do even more. i would recommend this game to anyone who breathes. buy it and have tons of fun.",283.0
"this game almost ruined my life. i already give it a 5/5 rating, this game has a amazing replay value and the fact that i can do almost anything i so god damn well please is also a great factor in a game. im saying if you like farcry 3 or gta 5 get this. open world, choose your path, so many diffrent things to do, long as fudge, and there is so many mods! you will start this game and you wont get off till you ether beat it or grow a beard to the point where it hits your keyboard and you cant play becasu ehte hair is blocking you. in my opinon i say buy the damn game!",125.3
"its a great simple fun to play game, be careful. you will get addicted!!",52.4
"this game is amazing and if you dont have it you should get it and if you dont want to get it then i totally respect that but you are missing out on a lot of fun and frustration good day bye",79.6
"you can play as a cat. 10/10.",14.2
"like harvest moon but with fables. the crafting simulator 2014. 15/10",36.1
"when you hear the word rpg, what is the first thing that comes to mind? elder scrolls, or dungeons and dragons? maybe both? skyrim is an example of what happens when true elements of both rpg & action are put the ultimatum. its an absolutely beautiful game with a game soundtrack to pay money for. with the addition of mods this is in the top 10 list of all time greatest steam games. in the beginning you start off a prisoner in the hands of cyrodills imperial legion led by the region head legatus, general tullius. although you start off on death throw if you will with your head about to be a seperate part of your body entirely the game quickly breaks the idea of an execution by bringing in a sudden dragon assault on the city of helgen which is at the time an imperial outpost connecting the rest of tamriel including parts of the game oblivion to the region of skyrim. there are more quests to even count in this game, i lost count around 60 but the addition of mods can add around another 1,000 quests if not more. which then we come to the crown jewel of many steam games, modding communities and boy.. does skyrim have one, well over 100+ different mods for every reason what so ever. there are mods which fixed the broken military system in the game, there are mods which adds more travelers and adventurers on the road adding more of a lifelike feel to the game. there are also mods which can hurt the games realism as well, some mods are not meant for the lore of elder scrolls but the entertainment of the player instead. if i were to give esv: skyrim a rating, in a range from 1 - 10 its nearly a 9.5, its great on so many levels but there are snibbets even with mods still arent correcting. guards only want you and nobody else. the npcs do the same constant moves 24/7, and for some reason i never understood this an npc whos 10 feet away will stop everything theyre doing to say hi to you. skyrim rating: syndicate rating gameplay - 8 (gameplay is good but could dramatically be improved with more combat actions) rpg element - 10 (this game seemed to never have an ending to the nearly limitless number of quests you could do, on ps3 i spent well over 100 hours playing the game and was just barely getting done. ) multiplayer - 0 (the game isnt meant for online play, and it really doesnt take anything away from the true game itself.) graphics - 9 (graphics on vanilla are good for the game, but with enhancement mods it will skyrocket to a solid 10 with every little detail imaginable.) replay value: 10 (this game is beyond the single word of addicting, it will make you come back for more and more.) official syndicate rating, 9.6 - skyrim is a masterpiece in roleplay engineering a true marvel of bethesda. the amazement is after 3 years this game still runs as strong as ever! revitalized with the modding community skyrim maybe one of the legends of the rpg and maybe even steam game series which lives on.",344.1
"fus ro dah!",442.1
"like skyrim with skyrim. 10/10-ign",25.8
"how can you not recommend this game?",23.1
"i used to play this game too much, then i took an arrow in the knee.",3.3
"like skyrim with dragons.",5.0
"this is the game the never, ever ends. i picked this game up thinking i wouldnt like it having never played a previous tes game before. sat in my library untouched for about a month or two, and finally took the plunge. i was wrong. i was so very, very wrong. this is probably the best purchase ive ever made on steam. add in the unlimited potential of modding, and its an adventure that continues forever. ive probably restarted over a hundred times by now with a new character, and still only have beaten alduin once. once. theres still so much more do to and explore that im still discovering quests and areas and little hidden things. i still cant believe how much there is to do and im still finding more. at it stands ill probably wake up one day having lost all touch with reality and actually start seeing the world as skyrim with how much ive played. and im totally ok with that.",1011.2
"its like oblivion but with viking dudes.",42.7
"its cuul it has dragons and",503.8
"one of the best sandbox games ever, but you have to tweak the games performance and see what mods are working (the mods greatly improves the immersion)..",126.6
"good game, should get cos good and stuff",56.8
"if you arent playing it now, well... i feel sorry for you.",193.5
"good game, loads of mods, kawaii as fug, katana all day, er day. 8.4/10 would poke with a stick",189.3
"this game is amazing!! its amazing, with great graphics, great mods, great gameplay, great quest, great everything! also great music and effects.... you feel emersed into the game, you can do anything that you want to do! you can be thief, a mage, a warrior, and so much more! you can do anything! (awesome music!favorite is when they go like, dovakhin, dovakhin, da da..... whatever...) i highly reccomend it! its totally worth your money! one of my favorite games! 9.5/10",57.8
"what ever",83.6
"if you arent playing it now, well... i feel sorry for you.",193.5
"i reccomend it, better than oblivion",93.8
"this game is awesome. i had it for the ps3, beat it and thought i would play it on my pc because its just that good. i bought the bundle pack with the dlc so i am excited to play them all! i dont even do the main quests, i just like wandering around and going into caves etc and fighting enemies and finding some pretty sweet items (most of which i sell for money). did i mention dragons? i love dragons, it makes sad that i have to kill them but nonethless, they died with honour. oh, and theres some pretty funny glitches.",92.5
"i been playing this game before but on steam plus the all dlcs and the game is just awesome plus the workshop you can just add the mods without any problems and if you need help just go to the community and disscious and there is always people to help you out :)",9.7
"awesome game :) so addictive and magical :d",151.0
"bought it yesterday and already have 15 hours logged... worth!",69.0
"the, best game of all time",269.9
"dont play this game, if you have something else you must do. when i got this game, i spent 32 hours in the first 3 days. you just want to help every random citizen you can meet and complete all the quests. this game is fun and you will have stuff to do in it and you will be missing from life for at least two weeks before you get bored, just to start again a few weeks later!",115.1
"ruined my society life. five stars/",54.3
"beast game i learned how to unlock locked doors in real life xd",15.3
"its like skyrim... with swords!",68.8
"this game at my soal 10/10",244.8
"this game has taken so much of my time up, but do not regret it for a second. originally i had it on the ps3 when it first came out and sunk about 300-400 hours into it then, after the debacle with the dlc on the ps3 i bought the game on the 360 so that i could play the dlc when they each came out and sunk a few more hundred hours into the game. now i have finally found wisdom and got myself a gaming pc i have it again, this time modded for a whole new experience to sink more and more hours into. if you like fantasy, first person and making up your own character back story and character quirks then this is the game for you. you can do anything and everything in this game, but the question is, what does your character want to do?",208.4
"one of the best games made in the last few years",216.4
"i currently have 224 hours logged into this game and i havent ever beaten the main questline. 10/10",295.1
"lovely game, aye!",85.5
"sucks without mods sorry console gamers 6.7/10",277.2
"this is a fantastic game got over 100+ hrs on comp and nearly 700 on xbox 360 i couldt ask for any other rpg game to play",238.8
"love this game to death. needs more ranch though...",18.9
"nowadays, theres no reason not to get this game. a playthrough will last you for about 100 hours, which is really good considering its a 15 game (and getting it for -75% is rather easy if youre patient). skyrim is a good game. i wouldnt say its great due to its mediocre combat, mediocre physics and lack of feeling of progression at times. but its enjoyable nonetheless. i feel like the games overrated, but its certainly not bad.",112.2
"anyone who says this games sucks, sucks.",956.6
"the best game yet in the elder scrolls series (way better than elder scrolls online). a great game for rpg pros or noobs.",304.9
"i just cant express how amazing, well-done and powerful this game is. it is just.. the best rpg i have ever played in my life. it is kinda addicted as well. moreover, it never ends and has an amazing story. even if you will get bored from it in far future , it has plenty of mods in the workshop that will make game even more fun. totally worth buying.. with all dlcs that it has. 10/10 ...",332.1
"if you dont have skyrim then i dont no why you have a gaming pc for lol the elder scrolls series is my all time favorite action role-playing open world fantasy video game and fallout to. bethesda make the best open world game and it worth ever penny you pay for it. this game can be played for months on end alone and thats not including the mods. the story and the atmosphere of the world is just amazing i cant wait to injoy the world using a 3d virtual reality headset i might not want to come back to the real world lol but i give it a 100 out of 100 must buy if you own a gaming pc",135.2
"what more is there to say? this is one of the ultimate rpg experiences available anywhere. this title is very mod friendly and the choices as such are vast. highly-highly reccomended!!!",112.2
"skyrim is a open world game fill with adventure and places to explore there also many fun mods that add alot to the game you should not wait to buy this one!",39.3
"arrow in knee 8.5/10",40.3
"skyrim has to be one of the most epic (and i mean that in large proportions as well as completely awesome) games that i have ever played. there is a deep sense of immersion to be found, hours upon hours of gameplay (especially if you create multiple characters) and a near endless supply of awesome mods to keep you going. only things i dont like: buggy as ill get out, although not unplayably so. just ask someone about the horses. dragon combat is a bit lacking the sneak skill is freaking broken you can one shot bosses if you arent on the harder difficulties lets fight even more dragur! also, please get a dlc, at least one, and hearthfire doesnt count. they are both good, get one, get both, heck get legendary edition if you want and have them all, but please get one of them. they add so much to the game. all in all, id say 9/10. great game :d",607.7
"such a great, and huge game. if you were a fan of the elder scrolls 4, otherwise known as oblivion, then stop reading this review and buy the game now. along with an insane amount of content, you can also add mods with the pc version which adds even more hours of gameplay. this is why even though i have the game on 360, i picked it up for pc as well. do yourself a favor and give this game a try!",16.5
"this generations the best rpg & mfps must be played by everyone who is living on this earth.",206.1
"is this reallife ? 5/5",604.1
"normally id write a thoughtful and coherent review of this game, but its skyrim were talking about here. so if you dont already have it, you should; because this game was the reason why i built a pc.",1279.6
"i paid a cat to teach me speech 10/10",153.5
"everyone should own this game.",31.8
"the best rpg ever! thanks to modding community in skyrim you can create and play the character the way you want. i simply created a cute big breasted female character. now with tons of mods you can make skyrim better the way you want. i dont always buy original single player game, but when i do the games worth the money. must play!",346.9
"best game ever with lots of amazing mods . buy it fast",364.3
"this game is perhaps one of the most comprehensive, vast, and expansive games i have ever played. throughout my journey through the world of skyrim, searching through nordic wastelands, crawling through massive dungeons, and completing wonderful questlines, i felt utterly involved, and absorbed into the game. this is a game i very happily paid $60 for, and would highly reccomend it to anyone whos played an rpg similar to this in the past, or even just people who havent, but would like to know what the epitome of an rpg may be. this has been my favorite game to play through, and i dont regret a second of gameplay.",205.9
"mods",750.1
"jeden z lepszych erpegw, spdziem w nim wiele godzin ktrych nie auj, kady mechanizm rozgrywki jest idealnie dopieszczony. jak dla mnie 9/10.",127.0
"awesome game, it offers lots more hours of gameplay than call of duty",459.9
"mod it until it crashes. if its not broken, fix it till it is.",232.0
"if youre a person who likes to find all the loot, search every nook and cranny, complete all quests, well id say youre probably in for a couple of hundred hours with skyrim. lets make that double if youre playing with legendary difficulty option since it makes every single thing in game to have absurdly high hitpoints and cuts your damage down about 4 times the normal difficulty setting. still cant decide if legendary difficulty is actually a challenge or outright torture to kill time (not very much so) efficiently. still being able to enjoy playing it third time. would definetely recommend to any open world rpg lover.",169.7
"you hate big giant damn spiders? dont need to worry, just change the spiders with bears mod and youre done. i can finally play this game without be freakin scared for spiders! 11/10 would bear again",63.9
"bought skyrim instead of game with cute little 2d anime girls. i am not a smart man.",0.1
"one of my favorite games to play. it has endless lands to explore, at least it feels that way. i usually get really baked and explore deep down in the caverns getting lots of treasure.. i am the wizard master and i am a thief lord...here i am!!!!",111.9
"yes",171.3
"real life if u do it right",84.2
"best first person shooter horror game ive ever played",46.3
"are you gentlemen prepared for another riveting review? from the masterminds that brought you a tf2 review! creator sir neckbeard mccheeto dust brings you: 10 saucy ways to sex up your cooking! this game is rly  good pls buy it - thank you for your time *this has been verified for accuracy by the fda",201.7
"a game where you can mod everything and burn endless hours with mods, i mean.. come on! what are you doing here sitting and reading the reviews for this game? go and buy it! you are losing money by not buying this game.",10.0
"good game i killed a dragon and found a flying mammoth",125.8
"get lost in this whimsical winter wonderland and you will never want to find your way out.",32.9
"best game ever",133.3
"awesome game. great potential for modders, small time and professional",310.8
"excellent game for when you want your own personal game time. plenty of quests for when you want to make progress on storylines. but just as enjoyable if you want to just chillax and explore. the latest patches go a long way but highly recommend the unofficial patches to fix some left over minor bugs. the workshop and nexus have excellent mods to customise the base game into a version you enjoy. if you found something annoying in the game, likely someone else did too and already created a mod for it.",510.7
"dis game is great i love it and you should too",199.2
"note: my experience may vary from yours since i was running 70+ mods, some of which altered companion ai, voiced dialogue, graphics, etc. this review is directed at players who never played the elder scrolls before and have little experience with fantasy rpgs. skyrim is one of the greatest western rpgs of this generation but im convinced that its not for everyone. if youre not sure if this is the right game for you, then ask yourself the following questions: 1. do you enjoy playing in a fantasy setting similar to lord of the rings that includes magic, orcs, elves, demons, etc. ? 2. do you enjoy lore? that includes paying attention to the dialogue, considering the impact of your choices on the main story and possibly even reading many pages of text? (the last one is optional) 3. do you enjoy exploring dungeons? it involves enemies, simple puzzles and loot that may include gear or ability upgrades. 4. do you enjoy playing a single player experience in a vast open world with only ai to interact with? mmo players often find the game too quiet and lonely. 5. do you enjoy embarking on hundreds of side quests? i know a number of people who were distracted by the side quests and eventually forgot what the main story was about and unfortunately quit. 6. (optional) do you enjoy endless modding possibilities? skyrim has the biggest modding community on the internet and the things you can change range from absurd to epic. please note that excessive modding can make your game very unstable and even render it unplayable if youre not very careful. i spent days preparing a list of cohesive mods then i installed and uninstalled them a number of times and troubleshooted multiple problems to make them work. the process can very tedious but the results are completely worth it. if your answer to all the above questions is yes, then i would recommend that you get skyrim. a number of my friends quit the game within a few days because they got distracted by side quests and forgot the goal of the main story. if youre like them then i recommend that you beat the main campaign first. youll have all the time in the world after that for the various quests, factions and dlcs. bethesdas take on the various playable races and their designs is very different from the likes of lord of the rings and warcraft. do not expect to see skimpy armors or fair elves. the game has a considerable number of bugs. nothing that would ruin your experience but expect the occasional glitch or crash to happen. i recommend saving every often. fallout 3 or nv fan? you will feel right at home. just replace the guns with swords and magic and the post apocalyptic wasteland with a fantasy setting.",85.0
"fantastic game! gamers who enjoy a continuous story and plenty amounts of side missions and quests filled with magic, dragons and old fashioned combat, will be more satisfied than having a fap on a sunday morning. great graphics, great gameplay, great storyline. not much else can be said apart from it being massively addictive!",89.1
"excellent game.",61.4
"fus ro dah dovahkiin!",152.2
"i really enjoyed this game.",103.8
"1000/1000",129.8
"the coolest of the elder scrolls series, though i only mean the weather. its no threat to morrowind.",6.3
"have you ever felt the urge to shoot your wife/kids with lightning? have you ever wanted to wander around with no idea wtf is going on? do you wish to assist daedric princes in torturing innocent people, for that one awesome knife? then this is the game for you. i guess.",131.5
"this is by far my favorite game. you have a huge open world to explore and it just never ends. quest after quest you will find yourself playing it more and more which isnt bad! 10/10!",71.2
"one of best games ive played placed countless hours",115.8
"best game of all time. dawnguard dlc is worth every single penny. $20 is a steel for what you get.. if you like vampires or killing them, or both (two stories in one) youll love it.",1593.8
"better than real life",17.1
"ive modded this game for 3years. as vanilla maybe not that good, but when you start modding it, even the graphics look beast. this game + all of ultimate  mods = (   ) shout out to loverslab modders, keep up the hard work (   )",53.5
"in perfection right here...",69.7
"this game. is awesome. play it. play it now. do it. no questions asked/needed.",536.3
"this game is just so awesome and fun, i bought my version from eb games for $47 bucks, its the legendary edition (contains 3 dlcs and in-game extras), but yeah like i said before, awesome and fun game, i absolutely recommend buying it! ;)",28.0
"the elder scrollls:skyrim its an epic adventure trough the land of skyrim... often im asked what`s the best weapons armour, my answer to that is: that all depends on your point of wiew my friend if you wanna be stealthy i can craft you the finest dagger in all of skyrim, if you want to be strong i can craft you the finest battleaxe, if you wanna be a mage or maybe an archer i can craft you the most powerfull staff and bow, you can hunt for food,fish,steal,buy your food if you want you can choose to do sidequest or mainquest and learn power of the voice... you feel sleepy? then find a village or maybe a city and an inn with beds, or are you looking for an adventure heh if you are you can just talk to people and ask for quest or you can just find your own adventure need money heh then you can be stealthy and pickpocket people or do quest and claim you reward or sell stuff you dont need go to dungeons find chests loot bodies slay your enemies or be nice to them and get allies backstab people learn how to transform to a werefolf and eat your foes, get ambushed by bandits, fight the most eoic creature ever lived... dragon kill it loot its body take dragon bones and scales so if you wanna be strong craft dragon bone armour and fight kill and slay epic monsters in the hole world...this is skyrim... this is an epic adventure...",440.1
"this game is awesome. i had it for the ps3, beat it and thought i would play it on my pc because its just that good. i bought the bundle pack with the dlc so i am excited to play them all! i dont even do the main quests, i just like wandering around and going into caves etc and fighting enemies and finding some pretty sweet items (most of which i sell for money). did i mention dragons? i love dragons, it makes sad that i have to kill them but nonethless, they died with honour. oh, and theres some pretty funny glitches.",92.5
"i been playing this game before but on steam plus the all dlcs and the game is just awesome plus the workshop you can just add the mods without any problems and if you need help just go to the community and disscious and there is always people to help you out :)",9.7
".",271.5
"its awesome do i have to say more",76.9
"skyrim is a great game that will keep you entertained for hours on end. the game is far from perfect but if you overlook those few bugs you will greatly enjoy the game . ---------------------------------------------------------------------------------------------------- keizaal los lot kred tol fen dein hi entertained fah omaar nau oblaan. kred los gut nol tozeinnu nuz waan hi overlook den lith pusojur hi fen lotgaar kujiir kred.",290.2
"awesome",124.7
"i could type up a long review for this game and explain how great it is in-detail. but words cant describe such a beautiful game. it released in 2011, and still graphically tops most releases today. and with mods only further improving the aesthetics, its amazing eye candy. the main story is average. but with the tons and tons of side-quests, it comes together for an amazing universe and story with great lore. ive found myself spending a lot of time simply reading the books within the game. the sword combat isnt anything to write home about. its the same as all tes games, though, and sadly isnt on par with oblivions difficulty. but throw in magic and other ways to fight, its still entertaining. the environments are amazing. throwing away the bland and copy-paste dungeons of oblivion, each new location is filled with fun enemies and beautiful views. all in all, skyrim is my most played title and amazing in every right. if you are still thinking about getting skyrim, i recommend you do it asap. with tons of mods to fix the slightest problems you might find or to simply improve your own experience, its a game that hardly ever gets old. i highly recommend you get it.",466.6
"skyrim is one of the best games ever made. the elder scrolls games is my second favorite game series of all time behind the halo series and before the mass effect series. its an amazing immersive game that i get lost into every time i hear that music.",251.3
"i reccomend it, better than oblivion",93.8
"so much to do on this game. ive lost days playing this game. it is hands down the best game ever.",248.9
"the best game i have ever played",1.3
"this is my favorite rpg game ever. the quests are well designed and fun to do whilst being easy to get started subtract everything you hate about past elder scrolls games, add everything you love, add a better engine that does not crash on you every 10 minutes and is not a steaming pile of bugs, pretty up everything, make the faces cooler and make just about everything better and you have skyrim. this game is a masterpiece, its the game that we have been waiting for in 2011, (most titles this year have been bad to say the least) this game would deserve a perfect 10 if not for the super lame secondary main quest which is the civil war, you can kill the final boss in one hit, i understand that level scaling is bad in most cases, but in some cases things have to be level scaled. the annoying part is, the civil war is about the length of the dragon questline! this game would get a 9.7 in my book now, thanks to that one little detail, but since metacritic forces me to round up my score, 10 it is!",336.1
"still best rpg for solo playing!",7.7
"its skyrim. nuff said. 10/10",58.1
"this game combines the 2 things guys love. dragons and killing dragons. in this game you can go into tombs and desecrate the corpses of the dead. you can find use magic and bring the dead back to life and kill them again just for fun. get the dlcs to build houses, kill vampires and ride f**king dragons. and dont forget the many mods. this game is perfect for nerds, nerdettes, and newbs alike. 10/10",183.9
"one of the best games ever made.",13.8
"someone stole my sweet roll 5/5",41.9
"i play this game with 8 giant fans pointed towards my genitals to retain immersion so i can pretend im in the snowy mountains with my character dongbeetle420 10/10",25.9
"its great, until you have to deal with npcs.",30.5
"it is a very adventuress game full of mystrous and stuff and is easy to mod so i give it a thumbs up",268.7
"one of the best rpg games ive ever played... the only thing id complain about is npc ai but now adays there is quite literally a mod for everything so i also recomend enough mods to keep you entertained, but overall great a game.",1588.4
"i love this, are only two good rpg like this skyrim and witcher. grafics is amazing, playeble is beutiful, soundtrack is realy nice.",102.7
"<3",185.1
"this game ruined my life. 10/10 would recommend.",844.6
"loved it, even when you complete the main quest there is an almost endless amount side quest to do. there are also hundreds of mods that can make your skyrim experience even better. this game is definitely worth the money. trust me, you are missing out by not owning this game and its dlcs.",20.1
"took me nearly a year to finally beat it. more stuff to do than any other game ive played. definitely worth the money.",201.7
"10/10 you can smack rabbits with maces and kill them.",1.8
"so in this game you are the chosen one who has to save the world from the big evil monster using your choice of medieval fantasy weaponry or magic. you also do quests and look at the scenery alot in case there is something worth checking out there. lastly you can get a house to live in and spend the rest of your time crafting potions and not talking to the spouse of your choice that you decided to leave home because they kept getting in your way during combat. hmm. sounds like a billion other games you have played, right? youre sick of this, right? i sure am. now that ive probably succeeded in making fanboys rage and amusing others, ill actually write some stuff that might be worth reading. at its core, its not that different from all the other fantasy games you may have played and never want to see again. except that its in a gigantic open world that you can spend hundreds of hours exploring. that there are multiple side-quests of decent length that in most cases are quite interesting and provide unexpected twists. and that if you ever wanted a game that could quite literally have an endless amount of content, then this may very well be it. also there are mods. lots of them. enough to make this game fresh and to eat even more of your time. ive unlocked all of the achievements and clocked over 300 hours into this, and yet i still feel as if i can still get more out of this game. so yeah, it is exactly what everyone tells you it is: a massive open world rpg that can occupy your free time for weeks and even months before you feel like moving on to something else. you have been warned. now go kill a dragon, marry someone, or kill one of the countless city guards who have taken an arrow in the knee at some point in their lives. enjoy!",303.4
"skyrim is the bethesda game weve been waiting for for years. bethesda finally fixed the horrible performance problems in the engine that have been present for at least 8 years. the graphics have been improved so much that you can actually call the game beautiful. combat is more fun and fluid than ever. this is the first bethesda game ive ever played thats stable. i played from release day and had 2 crashes in 130 hours. even fully patched fallout 3/new vegas with stability mods added cant even go 1/10 of that time without crashing twice. combine that with the most interesting and content-filled world bethesdas ever made, no more cookie-cutter dungeons, dragons, horses that are actually useful, and finally a leveling system that doesnt require grinding useless skills to get stat point bonuses on level up....the list goes on. skyrim just improves on every aspect of the previous games. i know some people still prefer morrowind, and some weird ones think that oblivion is better, skyrim is the king of bethesda games and of open world rpgs.",259.0
"probably the most immersive game ive ever played! insanely addictive. loved it!",168.6
"i like the part with the snow and the bit where you go into that building and you talk to someone with hair.",43.2
"das game liek tots ript of leeg of lejedns! ea alwaes dus dis!11!!!oneone1 wood rate 10/10",32.6
"its skyrim. nuff said. 10/10",58.1
"this game combines the 2 things guys love. dragons and killing dragons. in this game you can go into tombs and desecrate the corpses of the dead. you can find use magic and bring the dead back to life and kill them again just for fun. get the dlcs to build houses, kill vampires and ride f**king dragons. and dont forget the many mods. this game is perfect for nerds, nerdettes, and newbs alike. 10/10",183.9
"one of the best games ever made.",13.8
"someone stole my sweet roll 5/5",41.9
"bethesda tends to outdue themselves with every new rendition of the elder scrolls. this time its no different. the vast world of skyrim will suck you in, no matter who you are. there is enough content to qualm anybody who is a naysayer of someone who worries at the thought of a full price purchase. of course, skyrim now goes on sale on an almost regular basis, so essentially you get a deal of a lifetime. why would you pass on that, right? skyrim has a myriad of spells, abilities, items, and just stuff to do in general. there is a great modding community that increases its already lengthy playtime. if you are the type who enjoys content that just... well... never ends then youll enjoy the endless amounts of quests some npcs will grant you. these npcs are generally from the guilds that return to the game - i.e. the dark brotherhood, the mages guild, etc. if you recall from the previous elder scrolls. of course, there are some downsides to the game, as any game does. although the game does provide a vast and huge land, a lot of it just is empty. i enjoy the emptiness considering that adds realism to the game but, many do not like this. the problem more or less comes from the random caves, houses, ruins, that have no relevance to them. again, its something i enjoy, but there is a point to be made that it can appear to be just filler to keep people like myself to keep searching. some old school elder scroll players may be taken aback at the fact that oblivions ability tree is gone, no more acrobatics skill. this isnt a bad thing. its a good thing. honest. what it comes down to is that skyrim has adapted to changes in the way games are tailored nowadays and have removed some of the more grindy things that was associated with its predecessors. all in all, get this game. you will not regret it.",407.7
"well i think we cant say enything new about skyrim. this game is just awesome in alot of ways, the thing i rly like is that u can change views from 3th to 1st person eny time u desire. i recommend this game for enyone who is looking for exitement in an rpg game. u will get pulled from one story to the other all while exploring this vast and wonderfull world (nicely polished) the only small thing i can find is the fact that there is no online-multi co-op option, but then i guess thats where eso will fill in the blanks. 9-10 sound(track) 9-10 storyline 8-10 gameplay-mechanics a big thumbs up.",17.2
"a massively epic rpg that is worthy of the elder scrolls name. nails immersion, and makes you feel like youre present in the beautiful, and acutely detailed tamriel. has tons of quests and secondary missions that will keep you busy for days, and if you eventually finish everything this game has to offer, you could always download new, custom made missions and maps from the steam workshop. if you dont have this, youre missing out. best rpg of 2011.",88.5
"i threw my wife from a mountain and got a new one. 10/10.",45.5
"theres dragons. 10/10",72.4
"like skyrim without guns",25.4
"one of the best open world rpg games on the market right now. whether youve played oblivion, morrowind, or never touched an elder scrolls game before, youre almost certain to love it.",740.1
"what is skyrim? skyrim is the graphical, virtual and physical form of everything an rpg game is supposed to be. it is all the hopes, dreams, lives and loves, as well as the fear, hatred, desease and the pain, all in one game. this is the ultimate open world rpg, this is the most modded game in history. this, is skyrim.",214.1
